time	ntp_time	seq_number	A1	A2	A3	A4	A5	A6	A7	AT	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	BT	D1	D2	D3	D4	D5	D6	D7	DT	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	ET	TempArmário
1.772	2023-05-16 11:49:05	910.0	140.24	168.46	138.15	145.63	108.77	162.94	77.65	25.85	116.24	121.7	60.81	156.08	149.89	158.05	91.73	148.84	31.14	39.05	109.11	113.97	175.8	107.16	104.43	25.65	72.75	157.49	137.85	10.53	67.4	-74.79	303.22	24.8	89.42	74.34	31.78	163.76	134.12	92.81	97.67	71.03	7.462	-57.79	-23.1	57.66	61.56	108.68	334.07	24.68	1525.2
1.774	2023-05-16 11:49:05	910.0	139.83	168.46	138.15	144.53	108.57	162.35	77.55	25.88	117.06	120.68	60.81	156.18	149.69	158.65	92.53	148.84	31.43	37.27	110.29	114.17	173.65	108.23	105.7	25.62	73.37	156.88	139.16	11.44	67.1	-74.79	303.81	24.87	89.73	74.34	30.97	163.25	134.72	93.41	97.47	70.43	6.865	-57.0	-22.71	58.54	61.27	109.85	333.1	24.64	1525.2
1.776	2023-05-16 11:49:05	910.0	139.83	168.16	137.95	145.53	110.16	162.35	77.85	25.85	117.06	120.68	60.81	156.18	149.89	157.04	91.73	149.44	31.43	38.06	109.3	113.88	174.24	107.65	105.6	25.68	72.75	156.68	137.95	11.14	67.0	-75.38	303.02	24.8	90.55	74.34	32.09	162.84	135.43	92.0	97.87	70.83	7.661	-57.2	-23.1	56.87	61.17	108.87	334.07	24.76	1525.2
1.778	2023-05-16 11:49:05	910.0	138.8	167.24	138.96	144.12	108.67	162.45	77.75	25.85	117.16	122.11	62.44	156.08	149.89	158.05	92.33	149.14	32.03	37.27	109.5	113.29	174.43	108.43	104.63	25.65	72.75	155.66	139.06	10.93	68.4	-75.58	302.43	24.8	90.14	75.67	30.97	163.86	135.33	92.6	98.37	71.43	7.462	-57.2	-23.69	58.74	61.56	109.46	333.97	24.74	1525.2
1.78	2023-05-16 11:49:05	910.0	139.62	167.85	137.45	146.03	109.76	162.05	77.75	25.8	116.65	121.29	62.44	155.97	150.1	157.24	91.73	148.44	31.43	37.47	109.11	113.19	174.53	106.77	106.38	25.63	73.37	156.68	138.45	10.93	67.6	-74.59	301.74	24.83	90.14	74.85	30.66	163.15	135.33	93.01	99.28	71.63	6.865	-57.59	-23.69	57.66	61.76	108.68	333.58	24.73	1525.2
1.782	2023-05-16 11:49:05	910.0	140.03	168.26	139.06	144.83	110.16	162.35	77.45	25.91	116.44	122.11	61.22	156.79	149.89	158.86	91.73	149.14	30.94	38.36	109.3	113.19	174.24	108.14	104.72	25.73	73.37	156.27	139.06	11.14	67.4	-74.09	302.43	24.84	91.06	74.55	30.46	163.35	135.33	93.21	97.97	71.23	7.163	-57.59	-24.29	57.95	60.58	109.55	333.78	24.8	1525.2
1.784	2023-05-16 11:49:05	910.0	139.21	168.06	138.66	144.02	108.17	162.45	78.63	25.93	116.03	120.68	61.52	157.4	149.69	157.65	91.93	149.44	31.63	37.37	109.11	113.78	173.84	108.43	104.63	25.59	72.75	158.0	139.66	10.93	67.0	-74.39	302.83	24.82	90.45	74.96	31.99	164.27	134.12	93.21	98.97	71.33	6.865	-56.3	-23.1	57.66	60.48	109.46	333.58	24.75	1525.2
1.786	2023-05-16 11:49:05	910.0	139.62	168.67	138.36	144.73	109.76	162.74	77.85	25.98	115.11	121.39	61.22	156.18	149.49	158.65	92.33	149.14	30.54	37.86	108.32	113.78	173.84	107.16	105.21	25.65	73.37	157.29	138.45	10.53	66.8	-74.39	303.42	24.88	90.24	73.63	29.95	163.15	135.33	93.41	99.38	71.73	7.561	-57.2	-24.48	58.15	60.97	109.85	333.49	24.75	1525.2
1.788	2023-05-16 11:49:05	910.0	139.83	168.06	137.75	143.42	109.16	162.55	78.63	26.08	115.83	121.5	61.32	155.67	150.6	157.85	91.43	148.54	31.14	37.67	109.4	113.58	174.04	107.84	105.79	25.59	73.37	158.41	138.05	11.44	67.2	-75.08	302.83	24.89	90.14	75.26	30.97	163.25	135.53	92.2	97.67	70.83	7.661	-56.01	-23.5	57.95	59.8	108.77	334.07	24.61	1525.2
1.79	2023-05-16 11:49:05	910.0	140.44	168.26	138.56	145.93	109.66	162.74	77.95	25.98	115.62	121.19	61.32	156.79	150.5	158.45	91.83	148.84	31.33	38.36	109.7	113.97	173.84	107.94	105.11	25.65	73.37	155.97	138.45	11.14	67.0	-73.5	303.02	24.88	89.73	74.65	30.36	163.55	135.13	92.4	99.18	72.03	7.661	-57.0	-23.4	57.36	60.58	108.87	332.71	24.68	1525.2
1.792	2023-05-16 11:49:05	910.0	139.62	168.26	136.94	145.63	108.67	163.74	78.83	25.97	116.24	121.19	62.03	156.18	150.6	158.65	91.43	148.84	29.94	36.87	109.3	113.38	174.63	106.58	104.63	25.75	72.14	156.88	137.95	10.53	68.4	-73.99	302.63	24.77	90.65	74.65	31.68	163.55	135.53	92.5	98.97	72.03	6.765	-56.8	-23.1	57.16	60.19	108.09	333.68	24.78	1525.2
1.794	2023-05-16 11:49:05	910.0	140.44	168.06	138.15	144.83	108.17	162.74	78.04	25.86	117.57	120.58	61.93	155.97	149.39	157.85	91.23	150.04	31.14	38.76	109.4	113.88	174.82	107.36	105.21	25.75	72.14	156.47	137.95	11.74	67.8	-75.08	302.53	24.75	91.37	74.65	30.15	164.37	134.52	92.81	98.57	70.83	7.263	-56.01	-23.5	58.15	61.27	109.36	334.07	24.85	1525.2
1.796	2023-05-16 11:49:05	910.0	139.42	168.16	138.76	144.73	108.57	162.15	76.67	25.93	116.44	120.17	60.2	156.58	148.38	157.45	92.23	148.44	30.74	36.97	108.91	113.09	173.45	109.01	105.6	25.83	72.75	157.29	139.06	10.93	68.0	-73.99	301.84	24.85	91.06	73.73	30.97	163.35	135.13	92.2	98.27	71.43	7.163	-57.2	-24.09	58.34	60.39	108.97	333.78	24.99	1525.2
1.798	2023-05-16 11:49:05	910.0	139.52	167.35	138.86	146.23	107.77	162.35	78.04	25.8	117.47	121.5	60.81	156.58	150.6	158.86	91.33	150.04	29.54	37.17	109.5	112.4	173.16	107.84	105.79	25.68	73.37	157.59	138.55	9.932	67.4	-76.27	302.33	24.75	90.86	74.34	31.17	162.44	135.43	93.51	98.97	71.03	6.467	-57.99	-23.2	57.36	60.29	109.55	333.68	24.7	1525.2
1.8	2023-05-16 11:49:05	910.0	139.21	167.45	137.75	144.22	108.57	162.94	76.96	25.86	116.65	120.47	61.32	156.18	149.29	158.45	91.13	148.24	31.33	37.47	109.4	114.17	173.75	107.94	106.38	25.58	72.75	156.68	137.95	10.33	66.8	-74.39	302.04	24.75	90.55	73.73	31.99	163.76	134.62	93.01	100.08	70.83	7.064	-57.2	-23.99	58.74	60.78	109.16	332.71	24.68	1525.2
1.802	2023-05-16 11:49:05	910.0	140.03	168.26	137.75	144.63	109.16	162.94	77.06	25.91	115.72	120.47	62.03	155.57	150.1	157.04	92.33	149.74	30.74	37.86	109.7	114.17	173.84	107.36	105.4	25.74	73.37	157.49	137.85	10.53	66.51	-74.98	303.12	24.8	90.24	73.73	31.48	163.86	134.12	92.0	98.07	71.43	7.462	-57.2	-23.79	57.75	60.39	109.26	333.97	24.75	1525.2
1.804	2023-05-16 11:49:05	910.0	139.42	167.85	138.46	145.53	109.16	163.34	77.75	26.06	116.03	120.27	61.93	156.58	150.2	159.06	92.03	149.44	31.83	36.87	108.71	113.19	173.75	108.33	104.24	25.68	72.75	155.97	138.45	11.54	67.2	-75.08	302.83	25.05	90.14	74.04	30.97	162.95	135.53	93.41	99.28	71.43	7.86	-57.2	-24.29	58.15	60.97	108.58	334.07	24.78	1525.2
1.806	2023-05-16 11:49:05	960.0	140.03	168.26	138.66	145.43	109.46	162.84	78.04	25.91	116.24	122.21	61.93	156.18	149.69	158.05	90.73	149.74	30.94	37.96	108.81	114.37	174.24	105.99	104.63	25.59	72.14	157.19	139.06	10.93	67.6	-74.19	302.23	24.77	90.65	74.65	30.15	163.86	134.12	92.81	99.48	70.83	6.666	-56.6	-24.58	57.75	60.39	108.68	334.26	24.68	1525.2
1.808	2023-05-16 11:49:05	960.0	139.42	168.26	138.76	145.23	108.97	162.65	77.06	26.07	117.26	121.5	61.32	156.79	149.89	157.75	92.13	149.44	30.84	37.67	109.4	114.17	173.65	107.94	105.6	25.53	73.47	156.88	138.45	10.93	67.2	-75.78	303.12	24.88	90.24	74.34	29.14	162.74	134.62	91.8	98.37	71.03	8.059	-57.79	-23.5	58.05	61.37	109.85	334.26	24.63	1525.2
1.81	2023-05-16 11:49:05	960.0	139.62	168.06	138.25	144.43	108.17	161.56	78.63	25.86	116.96	121.19	61.32	155.57	149.49	157.45	92.63	149.14	30.34	36.87	109.7	113.97	174.04	108.53	105.4	25.6	72.14	157.19	138.45	9.932	67.6	-75.18	302.23	24.82	90.45	74.65	31.17	163.55	134.72	92.0	99.88	71.03	7.064	-57.0	-23.69	58.44	60.39	108.58	334.85	24.7	1525.2
1.812	2023-05-16 11:49:05	960.0	140.24	167.85	137.55	145.23	108.77	162.94	78.24	25.88	116.44	122.11	61.83	156.58	149.99	158.25	91.63	148.74	31.93	37.57	109.11	113.78	175.02	108.43	105.4	25.63	73.37	156.58	138.05	11.14	68.4	-75.08	303.12	24.83	90.76	73.93	29.65	163.15	134.92	92.6	97.67	71.03	7.76	-57.79	-22.71	57.56	61.66	108.97	334.85	24.71	1525.2
1.814	2023-05-16 11:49:05	960.0	139.42	167.65	138.66	144.12	109.26	162.74	76.86	25.95	116.44	122.21	62.03	156.68	149.99	158.45	92.13	149.64	30.94	36.87	109.7	114.37	174.04	107.75	104.82	25.79	72.14	156.88	139.06	11.14	66.51	-75.38	302.53	24.83	90.14	74.65	31.17	162.44	134.52	93.41	98.37	70.83	7.263	-56.4	-23.69	58.44	61.17	109.16	333.58	24.87	1525.2
1.816	2023-05-16 11:49:05	960.0	139.42	168.46	138.56	144.63	108.17	162.74	77.06	25.82	115.93	119.96	61.52	155.47	149.39	157.85	91.93	148.04	30.14	38.26	108.81	115.25	173.45	109.01	104.82	25.7	73.98	156.88	138.45	12.34	68.9	-74.39	303.02	24.8	89.93	74.04	30.77	163.66	135.13	92.7	97.47	71.03	7.661	-57.59	-23.99	57.95	60.97	108.48	334.07	24.73	1525.2
1.818	2023-05-16 11:49:05	960.0	139.42	168.46	138.66	145.83	107.57	162.94	77.85	25.83	116.03	122.01	60.71	155.97	148.58	158.96	91.53	149.44	30.14	37.96	109.9	113.97	174.43	108.53	104.43	25.65	72.14	157.29	139.06	10.93	67.6	-75.97	303.81	24.83	90.45	75.67	31.38	163.35	134.12	93.61	99.28	71.43	7.064	-57.2	-23.69	57.36	61.27	109.36	334.65	24.68	1525.2
1.82	2023-05-16 11:49:05	960.0	139.83	167.24	138.15	143.92	108.77	162.74	78.04	25.88	117.37	120.47	61.32	156.08	148.78	156.74	91.43	149.04	31.14	37.27	109.11	113.97	173.06	108.14	105.6	25.65	73.37	155.66	137.85	10.33	66.8	-74.79	302.92	24.87	90.76	74.34	31.99	162.24	135.83	92.5	97.97	70.53	7.064	-57.2	-23.3	58.34	61.37	109.07	333.88	24.68	1525.2
1.822	2023-05-16 11:49:05	960.0	140.34	168.26	137.75	145.63	109.07	162.94	77.06	26.05	115.93	121.29	62.03	155.47	148.98	158.05	92.63	148.84	30.74	37.27	108.91	113.78	174.43	108.14	105.89	25.63	72.04	156.88	137.85	9.932	67.8	-75.58	302.04	24.95	89.63	74.04	31.38	163.05	133.91	93.81	98.47	70.23	7.362	-56.8	-24.29	58.15	61.17	108.87	333.88	24.73	1525.2
1.824	2023-05-16 11:49:05	960.0	139.52	168.46	138.15	145.83	108.77	162.74	77.26	25.93	116.34	121.5	61.32	156.08	149.99	157.24	92.23	149.14	30.94	37.86	109.3	114.27	173.65	108.72	105.79	25.75	72.75	158.1	138.45	10.53	67.4	-75.08	302.23	24.85	91.17	75.06	30.36	164.06	135.83	91.8	98.67	70.83	7.263	-56.3	-23.1	57.66	60.78	109.65	333.49	24.76	1525.2
1.826	2023-05-16 11:49:05	960.0	140.34	168.87	138.46	144.53	108.57	162.74	77.26	25.83	116.65	122.21	60.81	156.18	148.98	158.65	91.53	149.14	30.74	36.87	109.5	113.38	173.45	107.65	104.04	25.75	72.14	157.59	138.65	11.54	68.4	-75.68	302.92	24.77	89.42	74.65	30.77	162.84	134.62	94.42	99.68	71.93	7.064	-57.2	-24.29	57.95	60.97	109.55	333.88	24.78	1525.2
1.828	2023-05-16 11:49:05	960.0	139.62	166.84	137.45	144.63	108.97	163.93	77.45	26.06	116.65	120.98	61.42	156.08	150.4	158.05	93.33	149.44	31.63	38.76	109.5	114.37	174.24	108.23	106.18	25.62	72.14	156.27	137.34	10.53	67.8	-75.08	302.83	24.95	90.24	74.24	31.28	163.05	135.53	92.81	97.87	70.43	7.064	-57.0	-23.2	57.56	60.29	109.07	333.0	24.7	1525.2
1.83	2023-05-16 11:49:05	960.0	140.24	168.16	138.76	144.12	109.66	162.15	77.85	25.98	117.78	121.19	62.03	155.57	149.79	158.45	91.53	149.64	30.54	37.47	108.12	113.19	173.45	107.75	105.6	25.73	73.37	157.29	138.45	10.33	67.1	-74.19	301.84	24.8	89.73	74.65	31.78	163.25	134.92	92.2	98.67	70.83	6.865	-58.19	-24.68	58.54	62.35	108.48	334.26	24.8	1525.2
1.832	2023-05-16 11:49:05	960.0	139.42	167.65	137.55	145.03	109.16	162.15	77.65	26.0	116.24	121.29	61.32	155.87	149.59	157.65	92.03	149.14	31.14	38.26	109.11	114.37	173.75	107.75	105.99	25.6	72.75	156.88	137.85	10.53	67.4	-75.58	302.63	24.98	90.04	74.04	30.56	163.15	134.52	91.4	98.47	71.63	6.666	-57.39	-22.8	57.66	60.29	109.16	334.46	24.69	1525.2
1.834	2023-05-16 11:49:05	960.0	139.01	168.46	138.36	144.83	109.96	162.84	78.24	25.83	116.44	122.01	60.6	156.18	149.09	157.85	91.03	150.04	29.94	37.96	107.72	113.68	176.0	106.77	105.5	25.64	72.85	157.49	138.55	10.53	67.4	-75.58	302.53	24.7	90.24	75.67	30.15	163.25	135.53	92.4	99.38	71.03	7.661	-57.0	-25.08	58.54	60.58	109.16	334.07	24.73	1525.2
1.836	2023-05-16 11:49:05	960.0	140.44	167.85	139.26	145.23	109.56	162.45	76.67	26.01	116.03	121.29	61.22	156.18	149.59	157.95	91.73	148.24	32.13	38.26	108.81	114.76	174.04	108.14	104.82	25.65	73.37	156.58	139.66	11.14	66.9	-75.68	302.43	24.93	90.76	74.85	31.17	163.05	135.93	92.5	99.28	71.83	7.163	-57.2	-23.5	58.15	60.97	108.97	334.85	24.75	1525.2
1.838	2023-05-16 11:49:05	960.0	139.42	167.96	138.66	145.03	108.77	162.15	77.36	25.85	116.85	120.58	61.83	156.79	149.89	158.25	90.93	149.84	30.94	37.47	109.3	112.79	173.65	106.87	104.43	25.59	72.14	155.56	139.06	11.54	67.2	-73.7	302.33	24.73	90.55	74.04	29.65	162.24	135.33	93.21	99.28	71.43	7.263	-57.99	-23.1	56.77	60.48	109.16	333.88	24.68	1525.2
1.84	2023-05-16 11:49:05	960.0	139.01	167.85	137.55	144.83	108.77	162.05	77.65	25.87	116.96	120.98	61.42	157.19	149.99	158.05	90.93	149.04	30.54	38.46	108.91	113.38	174.53	107.94	106.18	25.58	72.75	156.27	136.84	10.53	67.6	-74.79	303.02	24.78	90.45	74.24	30.97	162.13	135.13	93.21	99.48	72.03	7.661	-57.0	-23.2	58.34	60.78	109.46	334.07	24.6	1525.2
1.842	2023-05-16 11:49:05	960.0	139.62	167.35	137.75	144.53	108.37	162.45	76.86	26.03	116.85	121.9	61.32	155.57	149.39	157.24	90.53	149.04	31.24	38.46	109.7	114.56	173.45	108.53	105.02	25.68	73.47	155.56	137.95	9.932	68.8	-75.18	302.04	24.93	89.93	75.26	31.17	164.16	134.32	92.81	98.07	71.43	7.064	-57.0	-23.89	58.25	60.19	108.29	333.88	24.76	1525.2
1.844	2023-05-16 11:49:05	960.0	139.62	168.06	138.15	145.83	108.17	163.14	77.65	25.93	117.06	122.11	61.22	156.68	150.1	157.85	91.13	149.04	30.74	37.37	108.91	113.48	173.75	108.43	104.43	25.73	72.14	156.27	138.05	11.14	68.2	-75.18	303.02	24.85	90.24	75.06	30.15	163.66	135.33	92.2	98.87	71.63	7.561	-55.91	-24.29	56.87	60.58	109.95	334.85	24.68	1525.2
1.846	2023-05-16 11:49:05	960.0	140.03	168.26	138.25	144.73	108.17	162.45	78.04	25.91	117.78	122.21	61.42	156.79	148.58	157.95	92.33	148.84	29.94	37.47	108.81	113.78	174.04	107.36	105.6	25.65	72.75	157.19	137.85	11.74	67.2	-74.19	303.42	24.8	90.35	74.65	31.68	163.76	135.33	93.21	97.87	70.83	6.765	-57.0	-23.99	56.18	59.99	108.48	333.29	24.74	1525.2
1.848	2023-05-16 11:49:05	960.0	139.62	168.06	137.35	144.22	109.16	163.24	77.85	26.18	116.13	121.29	61.83	156.58	149.29	157.45	91.33	148.54	32.13	37.67	109.5	113.68	174.24	108.72	104.43	25.73	72.75	156.88	137.85	10.53	67.2	-75.78	302.73	25.05	90.55	74.04	30.77	163.05	134.82	92.2	98.27	70.23	7.263	-57.0	-23.69	58.15	60.19	110.63	334.65	24.75	1525.2
1.85	2023-05-16 11:49:05	960.0	139.62	167.85	137.45	144.73	108.97	162.84	77.95	26.06	116.65	122.11	60.71	155.37	149.59	158.25	91.13	148.84	30.34	37.27	109.5	113.97	175.02	107.36	104.82	25.81	72.75	156.88	137.95	11.14	67.6	-73.99	303.02	24.9	90.76	74.34	31.17	163.25	134.62	92.1	98.87	71.23	6.865	-58.88	-23.89	57.66	60.58	109.85	334.85	24.9	1525.2
1.852	2023-05-16 11:49:05	960.0	139.21	167.45	138.46	145.03	108.77	162.35	78.04	25.92	116.65	121.7	61.93	156.79	148.18	157.95	92.33	149.44	30.94	37.47	109.5	113.38	174.53	108.72	104.82	25.64	73.37	156.68	139.06	11.44	66.8	-74.39	302.83	24.85	90.76	74.96	31.68	163.35	135.13	93.21	97.47	71.43	7.661	-57.2	-22.9	57.36	60.97	109.07	333.88	24.73	1525.2
1.854	2023-05-16 11:49:05	960.0	139.21	167.85	137.95	145.23	109.26	162.65	77.45	25.91	116.24	122.11	60.81	157.19	150.4	156.84	91.13	149.64	30.54	37.86	109.11	114.37	173.26	108.53	104.63	25.53	72.14	156.68	137.95	11.14	68.9	-75.18	303.02	24.84	90.65	74.65	31.58	164.47	135.02	92.81	99.48	71.03	7.064	-57.79	-24.48	58.54	61.07	108.48	334.85	24.68	1525.2
1.856	2023-05-16 11:49:05	960.0	139.62	168.26	138.15	145.83	109.36	162.55	77.95	25.96	117.06	121.19	60.81	156.58	150.5	158.65	91.53	149.44	30.54	36.28	109.4	113.19	173.45	107.36	105.4	25.6	72.04	157.59	138.55	10.93	67.4	-73.99	301.94	24.75	90.55	74.65	29.95	163.05	135.33	93.81	97.47	70.83	7.263	-56.6	-23.5	58.05	60.78	108.87	333.88	24.7	1525.2
1.858	2023-05-16 11:49:05	960.0	139.83	167.65	138.25	144.32	108.77	162.65	76.57	25.91	115.93	122.42	61.93	156.58	149.59	157.04	90.93	150.64	30.74	38.06	108.81	114.37	173.45	106.58	106.38	25.73	73.37	155.97	138.45	9.932	67.6	-74.98	302.43	24.8	90.24	73.93	30.77	162.74	134.62	92.1	98.47	71.63	6.268	-57.79	-23.5	58.15	61.46	109.07	333.49	24.75	1525.2
1.86	2023-05-16 11:49:05	960.0	139.01	168.26	138.15	145.23	108.37	162.74	77.26	26.0	117.88	121.19	61.22	155.57	150.6	158.45	91.73	151.24	29.94	37.07	109.7	113.97	174.53	107.75	106.18	25.73	72.14	156.27	138.05	10.93	69.2	-74.98	302.04	24.82	90.86	75.26	30.56	163.45	134.92	92.4	98.77	70.73	7.462	-57.2	-23.0	57.66	60.48	108.77	332.12	24.75	1525.2
1.862	2023-05-16 11:49:05	960.0	139.62	168.26	137.55	145.03	109.36	163.14	77.65	25.88	116.03	120.68	60.2	157.19	149.79	157.65	90.93	148.74	29.94	37.07	109.5	113.58	174.04	107.36	105.99	25.65	73.37	157.9	137.85	10.53	69.1	-74.59	302.83	24.87	90.14	74.34	30.56	163.45	134.32	93.01	97.87	70.23	6.666	-56.4	-23.69	57.56	60.19	108.77	333.88	24.68	1525.2
1.864	2023-05-16 11:49:05	960.0	139.21	167.55	137.24	145.53	107.77	162.15	77.26	25.88	117.47	121.7	61.93	156.18	150.2	157.24	92.13	148.44	30.34	38.06	108.51	112.89	174.73	107.36	104.72	25.7	72.75	156.68	138.05	11.54	68.6	-74.98	301.84	24.75	90.55	75.06	30.36	163.05	135.53	92.4	98.17	71.43	7.661	-57.0	-22.9	58.54	60.97	108.68	334.07	24.73	1525.2
1.866	2023-05-16 11:49:05	960.0	140.03	168.67	138.56	144.02	109.36	162.94	77.26	25.96	117.47	121.6	60.6	156.79	149.99	158.25	92.13	149.94	31.73	37.67	109.7	113.19	174.63	106.77	106.09	25.65	72.75	157.49	137.85	10.53	68.9	-75.38	304.01	24.87	90.55	74.04	30.97	163.25	134.52	93.01	98.87	71.63	7.76	-57.39	-24.09	58.25	62.35	108.58	333.58	24.68	1525.2
1.868	2023-05-16 11:49:05	960.0	139.42	167.55	138.25	145.03	108.57	162.74	77.95	25.87	116.85	122.21	62.44	156.58	148.38	158.05	91.43	149.74	31.43	36.87	109.11	113.78	175.02	106.77	105.02	25.75	72.04	155.86	138.55	11.14	67.1	-73.99	302.23	24.85	89.93	74.24	31.68	163.76	134.62	93.41	98.37	70.83	7.661	-57.59	-23.89	57.95	60.78	110.14	334.95	24.7	1525.2
1.87	2023-05-16 11:49:05	960.0	139.42	168.46	138.76	145.23	109.76	162.84	78.04	25.81	116.65	122.21	60.81	156.08	150.2	157.04	90.93	148.84	30.94	37.86	109.3	114.17	174.53	107.75	104.04	25.75	72.75	157.29	138.65	10.33	67.1	-75.38	302.73	24.79	90.76	74.65	30.97	163.05	135.53	91.7	99.68	71.63	7.064	-57.79	-23.69	58.15	61.56	109.65	334.65	24.85	1525.2
1.872	2023-05-16 11:49:05	960.0	139.42	168.16	137.75	145.13	109.16	162.45	77.16	25.8	116.85	122.21	61.32	156.79	148.78	158.96	91.73	149.04	31.14	37.27	109.3	114.56	174.73	107.45	106.18	25.64	72.14	157.29	138.45	11.54	67.4	-74.98	302.83	24.75	89.93	75.26	29.85	163.55	134.52	93.01	99.08	71.63	7.263	-57.59	-23.5	58.54	61.56	109.85	333.49	24.73	1525.2
1.874	2023-05-16 11:49:05	960.0	139.21	167.85	138.15	143.82	107.57	163.24	78.04	25.88	116.13	121.39	62.03	156.58	150.3	157.45	92.53	149.14	31.14	37.27	109.5	114.37	174.24	106.28	104.43	25.75	72.75	155.97	137.95	10.93	67.6	-74.59	302.73	24.8	90.55	74.34	31.99	163.35	133.91	92.6	98.27	71.03	6.666	-56.8	-23.2	58.54	60.39	109.36	335.63	24.76	1525.2
1.876	2023-05-16 11:49:05	960.0	139.72	166.63	138.76	144.63	109.36	162.65	78.24	25.86	116.13	122.21	61.93	155.97	149.69	156.64	92.03	148.24	30.54	37.27	108.91	113.29	174.82	106.77	104.53	25.83	72.14	155.97	138.45	11.14	66.9	-75.38	302.92	24.75	90.55	75.26	30.77	163.45	135.33	92.4	99.68	70.33	7.462	-56.8	-23.69	57.16	60.58	109.26	334.26	24.85	1525.2
1.878	2023-05-16 11:49:05	960.0	139.42	168.06	137.75	144.63	109.96	162.74	78.04	26.08	117.67	122.72	61.93	155.57	150.1	157.55	91.53	149.04	30.94	37.67	108.71	113.58	173.75	108.23	104.43	25.73	72.14	157.8	137.95	9.33	67.0	-75.58	304.11	24.95	89.93	75.67	29.85	163.86	135.33	92.3	98.47	71.23	7.163	-57.39	-24.68	57.46	59.8	109.46	333.88	24.8	1525.2
1.88	2023-05-16 11:49:05	960.0	140.65	167.55	137.75	144.63	109.26	162.55	76.86	25.86	116.24	121.6	61.22	155.97	150.1	157.85	93.13	147.84	30.84	36.97	108.91	113.09	174.63	107.36	105.11	25.6	73.37	157.19	137.95	11.74	67.5	-73.6	303.12	24.82	90.45	74.65	29.85	164.06	135.33	91.8	97.87	71.23	6.666	-56.4	-24.09	57.56	61.17	109.46	334.07	24.7	1525.2
1.882	2023-05-16 11:49:05	960.0	139.52	167.85	138.56	145.63	109.96	162.45	77.06	25.86	117.06	122.21	60.81	157.19	149.89	158.45	92.03	150.04	30.34	37.47	109.9	113.97	173.45	108.72	103.85	25.78	72.75	156.27	138.45	10.33	68.7	-75.08	303.12	24.83	90.65	74.65	30.36	163.25	134.12	92.4	97.67	71.63	6.467	-56.4	-23.3	57.56	60.09	110.14	333.88	24.87	1525.2
1.884	2023-05-16 11:49:05	960.0	139.83	168.46	137.75	145.13	109.56	162.55	77.85	25.93	117.06	121.5	61.42	156.18	149.69	158.05	92.13	149.04	30.54	37.37	108.81	113.58	173.75	107.55	104.24	25.79	72.75	156.27	138.05	11.14	68.1	-75.18	303.61	24.83	90.24	73.93	31.38	163.76	134.12	92.6	98.67	71.63	6.865	-56.4	-23.99	57.46	61.27	108.29	334.07	24.81	1525.2
1.886	2023-05-16 11:49:05	960.0	140.13	168.16	138.15	143.82	109.16	163.14	77.65	25.86	116.85	121.39	60.1	155.26	150.2	157.85	92.03	149.04	32.13	38.06	109.3	113.78	174.82	107.45	104.63	25.55	72.75	157.29	138.05	9.631	68.3	-73.8	302.43	24.78	90.55	74.96	30.36	163.25	133.61	92.81	98.27	71.03	7.661	-57.39	-22.9	57.46	60.97	109.85	334.07	24.58	1525.2
1.888	2023-05-16 11:49:05	960.0	139.72	168.36	138.25	144.22	110.56	162.94	78.04	26.12	116.75	120.58	63.05	156.58	149.29	157.35	92.13	148.44	30.74	38.36	108.51	114.66	174.24	108.82	106.18	25.79	73.98	157.59	138.55	11.74	66.9	-74.98	302.63	24.98	89.52	74.65	30.66	163.86	136.04	92.5	98.07	70.23	6.666	-57.59	-23.1	58.15	60.58	110.04	334.07	24.75	1525.2
1.89	2023-05-16 11:49:05	960.0	139.21	167.24	137.95	144.83	109.96	163.14	77.95	25.93	115.62	120.27	61.32	156.18	150.1	158.15	92.13	149.64	30.74	37.27	107.92	113.97	173.75	106.18	106.18	25.68	72.85	155.97	138.45	9.932	67.8	-75.18	302.83	24.85	90.45	74.04	30.77	164.67	134.72	92.3	98.67	70.83	6.865	-57.2	-25.87	58.15	59.8	108.68	333.97	24.7	1525.2
1.892	2023-05-16 11:49:05	960.0	139.42	169.28	137.14	144.53	109.16	162.74	77.26	26.01	115.83	121.29	62.64	156.18	148.18	158.25	91.63	148.44	31.73	38.36	108.81	113.38	174.53	107.16	105.4	25.76	72.75	157.49	137.85	12.34	67.4	-74.98	302.73	24.89	90.14	74.04	31.17	163.25	134.72	92.0	96.67	71.03	6.765	-56.6	-23.99	57.36	61.37	109.07	334.07	24.85	1525.2
1.894	2023-05-16 11:49:05	960.0	140.03	168.67	138.66	143.32	108.77	162.45	76.86	25.93	117.06	120.68	60.2	157.19	150.5	158.05	92.93	149.34	30.14	37.96	108.61	114.17	174.43	107.36	105.79	25.65	72.75	157.9	138.45	10.53	68.2	-74.69	301.74	24.82	89.73	73.63	30.77	163.55	134.52	93.41	98.27	71.13	7.362	-57.59	-24.58	58.44	60.39	109.85	333.68	24.68	1525.2
