time	ntp_time	seq_number	A1	A2	A3	A4	A5	A6	A7	AT	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	BT	D1	D2	D3	D4	D5	D6	D7	DT	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	ET	TempArmário
3.132	2023-05-16 11:49:07	1610.0	139.42	168.26	138.96	144.63	108.77	161.95	77.45	25.83	116.65	120.98	60.81	154.96	148.88	158.65	92.73	149.74	32.13	37.86	108.51	113.78	173.45	107.94	106.18	25.65	72.75	157.59	138.55	11.74	67.4	-74.89	302.23	24.78	90.76	74.04	31.48	163.55	134.72	93.21	98.97	71.43	7.462	-57.0	-24.29	57.66	60.78	109.07	333.68	24.68	1525.2
3.134	2023-05-16 11:49:07	1610.0	139.83	167.85	137.75	145.43	109.16	163.54	77.26	26.01	116.65	120.58	60.6	157.8	149.09	158.15	91.43	148.24	32.23	37.86	109.5	114.66	175.02	107.94	105.79	25.68	72.75	155.97	138.05	10.53	67.6	-76.17	302.73	24.93	90.86	74.65	31.99	164.27	134.92	92.3	97.87	71.33	6.865	-57.79	-24.29	58.44	59.9	109.75	334.07	24.7	1525.2
3.136	2023-05-16 11:49:07	1610.0	139.42	168.87	139.37	144.43	107.57	162.74	76.67	25.92	116.24	122.01	60.71	156.08	149.49	157.85	91.73	148.14	30.74	37.47	109.11	113.38	174.53	109.11	104.24	25.59	72.75	156.88	139.66	11.14	67.8	-73.8	303.51	24.78	89.42	74.96	30.97	163.15	133.61	92.81	99.08	71.43	7.263	-56.8	-23.4	58.44	60.58	110.24	334.26	24.68	1525.2
3.138	2023-05-16 11:49:07	1610.0	139.01	168.36	138.15	144.53	108.57	163.34	77.65	25.88	116.96	121.5	61.22	157.19	149.79	157.85	92.93	148.44	30.94	37.96	109.4	115.06	174.82	107.16	104.04	25.63	72.14	157.08	139.26	9.932	67.1	-74.19	302.63	24.75	90.45	75.26	31.78	163.66	135.02	92.2	98.27	71.13	6.467	-57.99	-23.5	58.15	60.39	108.68	334.07	24.73	1525.2
3.14	2023-05-16 11:49:07	1610.0	139.42	167.85	137.75	144.83	107.77	161.75	78.04	25.96	116.65	120.68	61.93	156.58	149.29	158.05	91.43	149.44	31.14	37.37	109.6	113.58	174.63	108.14	105.4	25.7	72.75	156.88	138.65	10.93	67.6	-75.58	302.83	24.79	90.24	74.24	30.77	164.37	134.82	92.81	98.27	71.43	7.462	-57.79	-22.9	56.97	60.19	108.87	334.26	24.65	1525.2
3.142	2023-05-16 11:49:07	1610.0	139.42	167.24	137.75	145.13	108.67	162.45	77.95	25.96	116.96	123.34	61.83	157.9	149.09	158.05	93.23	147.84	31.43	37.07	109.11	113.68	173.84	107.94	106.09	25.68	72.14	155.25	137.34	11.54	68.6	-75.18	303.22	24.87	90.45	75.06	31.17	163.05	134.92	92.2	98.67	71.83	7.76	-57.0	-24.58	58.05	61.76	109.26	333.58	24.78	1525.2
3.144	2023-05-16 11:49:07	1610.0	139.83	166.63	137.55	145.23	109.16	162.55	78.44	26.01	116.13	121.29	62.44	154.96	149.49	157.04	90.33	149.14	31.33	37.86	109.11	114.37	174.24	107.65	105.89	25.7	72.75	155.25	138.05	9.631	67.2	-75.97	302.23	24.93	90.14	74.85	30.15	163.35	134.22	92.1	99.48	70.83	7.661	-57.2	-22.51	57.56	59.6	109.07	333.58	24.85	1525.2
3.146	2023-05-16 11:49:07	1610.0	140.24	169.38	138.96	144.83	108.57	161.95	76.47	25.86	116.85	121.19	60.3	157.19	150.4	157.24	91.73	149.74	31.53	37.77	108.91	114.17	173.75	107.75	105.31	25.65	72.75	157.9	138.65	9.631	67.0	-74.79	303.22	24.82	90.65	73.93	32.4	163.05	135.53	91.8	98.37	71.43	7.163	-57.2	-23.89	56.57	61.07	108.48	333.1	24.75	1525.2
3.148	2023-05-16 11:49:07	1610.0	139.72	168.06	138.66	144.22	108.57	162.94	78.24	26.01	117.78	121.6	62.13	155.57	148.98	158.05	92.13	148.44	30.74	37.47	109.11	113.97	174.63	107.16	105.89	25.59	72.75	158.2	138.45	11.14	67.2	-75.08	303.12	24.85	90.35	74.65	32.19	163.66	135.53	92.2	97.47	70.23	7.561	-56.4	-23.89	58.44	60.58	109.85	333.19	24.61	1525.2
3.15	2023-05-16 11:49:07	1610.0	139.52	168.06	137.75	143.92	109.46	163.14	78.04	25.88	117.06	122.11	61.32	156.58	149.09	158.05	92.93	148.84	30.74	38.36	109.7	113.78	173.45	108.14	105.99	25.8	72.75	157.29	137.95	11.74	68.0	-74.69	302.92	24.73	90.35	74.34	30.46	163.35	135.33	93.81	97.67	71.23	6.865	-57.59	-23.1	57.95	60.97	109.85	334.07	24.9	1525.2
3.152	2023-05-16 11:49:07	1610.0	139.42	168.67	138.56	144.63	108.57	162.25	77.06	25.85	115.83	121.5	61.32	156.08	149.59	157.85	91.23	149.14	31.14	38.06	109.4	114.17	173.65	107.75	106.18	25.83	73.47	157.49	139.66	11.14	66.21	-74.59	302.53	24.8	90.76	75.26	29.95	163.55	134.62	91.8	100.28	71.23	7.661	-56.8	-23.5	58.05	60.97	108.68	333.49	24.85	1525.2
3.154	2023-05-16 11:49:07	1610.0	139.42	168.26	138.15	145.03	109.36	162.94	77.36	25.95	116.03	121.39	61.83	155.97	151.01	158.45	91.73	149.64	30.04	37.67	108.81	114.56	174.04	107.36	106.09	25.75	72.75	156.88	137.95	10.93	66.9	-75.58	302.63	24.83	90.14	74.96	31.17	164.06	136.14	92.4	97.47	71.63	6.865	-57.59	-23.5	58.34	60.97	107.7	334.26	24.7	1525.2
3.156	2023-05-16 11:49:07	1610.0	138.8	168.87	138.15	144.83	108.57	162.94	77.26	26.0	116.24	121.39	61.32	156.79	150.4	157.35	92.03	149.74	29.74	37.47	109.11	114.27	174.04	107.55	105.21	25.67	73.47	157.59	138.05	10.53	67.2	-75.38	303.42	24.88	90.04	74.34	30.56	163.86	135.63	92.2	98.67	71.03	7.661	-57.79	-23.4	57.95	60.68	109.16	334.46	24.63	1525.2
3.158	2023-05-16 11:49:07	1610.0	139.21	168.77	138.36	145.13	109.56	162.94	78.44	25.88	116.65	120.47	61.83	156.08	149.39	157.04	91.13	148.64	32.33	37.47	108.51	114.37	174.24	107.16	104.63	25.7	72.75	158.41	138.45	10.93	67.2	-74.39	302.43	24.87	90.76	74.34	30.97	163.05	134.52	91.4	97.47	70.63	7.163	-57.79	-23.69	57.95	60.78	107.89	333.58	24.8	1525.2
3.16	2023-05-16 11:49:07	1610.0	139.42	168.16	138.66	145.23	108.77	161.56	77.06	25.95	116.13	121.7	61.93	156.79	149.89	157.45	92.03	148.84	30.94	37.47	108.71	114.76	174.53	107.75	105.4	25.86	72.75	157.29	138.45	11.14	68.8	-74.29	303.51	24.83	89.93	75.06	31.38	163.25	134.62	92.3	99.28	70.83	7.661	-56.8	-24.09	57.46	60.68	108.68	333.88	24.83	1525.2
3.162	2023-05-16 11:49:07	1610.0	139.62	167.65	137.55	144.12	109.07	162.15	78.83	25.77	115.93	122.01	61.32	156.58	150.1	157.65	92.33	150.04	30.74	37.67	109.11	114.56	174.04	107.36	104.24	25.79	72.75	157.59	138.35	12.34	66.6	-75.18	303.22	24.73	90.55	74.96	30.66	162.44	135.33	93.61	98.47	70.83	7.163	-57.2	-22.8	56.97	61.76	109.55	333.78	24.81	1525.2
3.164	2023-05-16 11:49:07	1610.0	139.42	168.06	137.95	144.83	108.37	162.55	77.65	25.91	116.75	121.7	60.81	156.08	149.69	158.05	91.33	149.14	30.94	37.67	109.5	114.86	174.04	107.75	104.43	25.78	72.75	157.29	137.95	10.53	67.1	-73.6	302.23	24.8	90.86	74.34	31.99	163.45	134.72	92.6	98.67	70.83	7.163	-57.79	-23.69	57.95	60.68	108.48	334.07	24.8	1525.2
3.166	2023-05-16 11:49:07	1610.0	139.42	168.06	137.04	144.53	109.36	162.74	78.63	25.81	116.44	120.68	60.81	157.4	148.88	158.45	91.43	150.34	30.74	37.07	109.3	113.58	173.75	107.75	105.21	25.65	72.75	157.9	138.45	11.74	67.2	-74.59	303.22	24.75	89.63	74.85	30.66	163.35	135.33	92.4	97.87	71.43	7.86	-57.2	-23.1	57.75	60.39	109.75	334.07	24.75	1525.2
3.168	2023-05-16 11:49:07	1610.0	139.42	168.46	137.75	144.63	109.96	162.25	78.24	26.03	116.96	122.11	60.81	155.97	149.99	157.65	92.63	149.44	30.34	37.17	109.5	113.58	173.45	106.77	104.82	25.8	72.14	157.19	138.05	11.14	67.6	-75.08	303.02	24.93	89.73	75.26	30.56	163.25	135.13	92.4	98.87	71.03	7.064	-57.79	-23.69	57.75	61.46	108.87	334.26	24.83	1525.2
3.17	2023-05-16 11:49:07	1610.0	139.21	167.75	137.55	144.63	108.17	162.65	77.36	26.03	117.06	121.09	60.6	156.58	148.88	157.75	92.33	149.74	29.94	37.27	109.5	113.38	174.24	107.94	106.09	25.68	73.98	157.08	138.05	10.93	68.3	-75.18	302.43	24.87	91.17	74.14	30.15	162.44	134.82	93.31	97.87	70.83	7.263	-57.79	-22.9	58.93	60.39	109.55	334.07	24.7	1525.2
3.172	2023-05-16 11:49:07	1610.0	140.24	167.75	137.55	143.92	108.77	162.55	78.04	25.88	116.65	120.88	61.22	156.18	149.89	157.65	92.33	149.64	30.54	37.86	109.7	114.47	174.53	107.36	104.43	25.6	72.14	157.8	137.95	11.14	67.4	-75.38	302.43	24.8	89.93	74.04	30.36	163.76	134.12	92.0	98.07	71.43	7.163	-57.79	-23.3	58.25	59.8	108.87	333.58	24.7	1525.2
3.174	2023-05-16 11:49:07	1610.0	138.19	167.24	138.36	144.22	108.77	162.94	78.24	25.88	116.44	122.01	61.83	155.97	149.39	157.95	92.33	149.44	31.14	37.77	109.11	113.97	174.04	108.53	105.6	25.7	73.47	155.66	138.55	11.14	67.4	-75.08	302.83	24.79	90.14	74.75	30.77	162.24	135.13	93.21	98.77	71.63	7.362	-56.4	-23.4	56.97	60.58	109.16	334.26	24.73	1525.2
3.176	2023-05-16 11:49:07	1610.0	140.03	167.75	138.36	145.03	109.36	162.45	77.06	25.98	117.06	121.8	60.2	156.58	149.89	158.86	91.63	149.14	31.14	38.36	109.5	113.78	174.53	107.75	105.79	25.68	72.75	157.08	138.45	10.93	68.0	-75.58	303.22	24.9	90.24	74.65	31.78	162.84	135.43	93.81	99.68	71.33	6.865	-58.19	-22.11	58.15	60.78	108.87	333.97	24.78	1525.2
3.178	2023-05-16 11:49:07	1610.0	139.93	168.67	138.15	145.83	109.16	162.94	77.26	25.97	116.13	121.09	61.42	157.19	149.89	157.85	91.73	148.84	32.13	38.36	108.91	114.37	174.24	107.55	104.82	25.53	72.75	156.88	138.45	9.631	67.8	-75.97	302.73	24.9	89.93	74.24	31.48	162.95	134.12	92.2	98.67	70.83	7.76	-57.2	-23.69	58.34	61.37	108.87	333.49	24.63	1525.2
3.18	2023-05-16 11:49:07	1610.0	140.24	168.26	138.25	144.63	108.97	162.55	77.65	25.92	116.96	120.58	62.64	156.18	150.1	157.04	92.53	150.04	29.94	37.47	110.0	113.58	174.24	106.97	105.4	25.68	73.98	157.19	138.55	10.93	66.8	-74.59	302.23	24.9	90.14	74.04	31.17	163.66	135.93	91.4	98.27	71.43	7.661	-57.59	-23.5	56.77	60.68	109.65	334.07	24.76	1525.2
3.182	2023-05-16 11:49:07	1610.0	139.42	168.46	138.76	144.02	107.77	161.16	77.65	25.95	116.85	121.5	62.03	156.18	149.79	159.76	92.23	148.44	29.74	38.26	108.91	114.17	173.45	108.53	105.02	25.53	73.37	157.19	138.45	11.54	68.8	-74.59	303.61	24.85	89.93	74.04	31.99	164.16	135.02	94.01	99.08	71.03	6.666	-57.2	-23.5	58.34	60.58	109.65	333.49	24.7	1525.2
3.184	2023-05-16 11:49:07	1610.0	139.52	166.63	137.75	145.23	108.77	162.15	76.67	25.88	116.44	120.98	61.93	157.29	148.58	157.85	90.83	150.04	31.14	38.46	108.51	113.78	174.24	106.77	105.31	25.73	72.75	156.27	137.95	10.53	68.0	-74.98	302.63	24.79	90.24	74.04	30.77	163.35	134.12	92.7	98.07	71.43	7.263	-57.0	-23.1	57.36	60.39	110.14	334.26	24.8	1525.2
3.186	2023-05-16 11:49:07	1610.0	138.39	167.65	137.95	145.23	110.06	163.14	78.04	26.0	115.72	122.52	62.64	157.4	150.4	156.84	92.03	148.54	32.03	38.06	109.7	114.76	174.24	108.53	103.85	25.58	71.52	156.68	138.45	11.14	66.8	-75.38	302.63	24.9	91.17	75.98	30.36	163.05	135.33	92.2	98.67	71.03	7.76	-55.91	-23.69	57.46	62.35	110.63	334.65	24.6	1525.2
3.188	2023-05-16 11:49:07	1610.0	139.01	167.35	138.25	145.03	108.17	162.74	77.45	25.88	117.67	122.52	62.03	156.58	148.78	157.75	91.53	149.74	31.33	37.27	108.81	113.58	176.0	107.36	104.63	25.68	72.75	156.27	138.45	10.93	66.8	-75.78	302.53	24.79	90.65	74.44	30.97	161.02	135.02	92.6	98.97	71.43	7.462	-57.2	-23.5	56.97	61.37	109.65	334.26	24.76	1525.2
3.19	2023-05-16 11:49:07	1610.0	139.42	168.06	138.86	145.03	108.77	162.94	77.26	25.86	116.65	121.29	60.81	155.87	148.98	156.64	92.03	149.44	30.94	38.16	109.7	113.97	173.45	108.53	105.31	25.7	72.75	156.88	138.45	10.93	66.51	-74.98	302.83	24.78	90.76	74.65	31.68	163.55	135.13	92.4	97.67	72.53	6.865	-58.19	-23.89	57.66	60.78	110.24	333.68	24.8	1525.2
3.192	2023-05-16 11:49:07	1610.0	139.72	169.28	138.96	144.63	108.57	163.04	76.86	25.86	116.44	121.7	61.42	156.08	149.29	157.95	92.13	148.84	30.94	37.57	109.3	113.58	175.31	106.58	105.4	25.8	72.75	157.9	139.16	10.93	67.6	-75.08	302.43	24.89	91.06	74.34	31.17	163.05	135.33	92.5	98.07	70.43	8.059	-56.2	-23.69	58.25	59.9	109.07	334.07	24.83	1525.2
3.194	2023-05-16 11:49:07	1610.0	139.83	168.06	138.15	144.32	109.86	163.54	76.86	25.91	116.85	121.6	61.32	155.77	149.89	158.45	90.33	149.44	32.33	37.27	109.5	114.17	174.04	107.94	105.89	25.54	72.75	156.27	137.95	11.54	67.4	-75.58	302.63	24.8	90.55	74.04	31.28	163.86	134.62	93.01	98.47	71.43	7.661	-57.79	-23.69	58.44	60.09	108.48	334.07	24.63	1525.2
3.196	2023-05-16 11:49:07	1610.0	139.52	168.67	137.24	144.63	109.76	162.25	77.26	25.82	116.85	120.88	61.83	156.18	149.39	157.85	91.73	149.14	31.43	37.86	108.51	113.78	174.43	107.16	106.28	25.78	73.47	157.9	138.05	10.93	67.7	-74.39	302.83	24.73	90.55	75.26	30.56	163.45	133.91	92.81	97.87	71.03	7.163	-55.31	-24.29	57.56	59.9	109.26	332.61	24.8	1525.2
3.198	2023-05-16 11:49:07	1610.0	140.95	168.46	138.76	145.23	109.46	163.14	77.45	25.95	116.85	122.11	62.03	156.79	150.4	157.65	92.13	149.44	31.43	37.27	109.11	114.17	174.82	106.87	105.79	25.78	73.37	157.9	138.65	10.93	66.9	-75.18	303.22	24.85	89.93	75.26	30.97	163.05	134.72	92.6	98.87	70.83	7.462	-57.59	-24.78	58.15	61.07	109.55	334.07	24.87	1525.2
3.2	2023-05-16 11:49:07	1610.0	138.8	167.24	138.76	143.92	107.87	162.45	77.85	25.83	116.24	122.01	61.52	156.08	149.99	158.25	93.64	148.74	31.14	37.27	109.11	114.37	174.24	107.16	104.63	25.83	72.75	156.88	138.65	10.33	68.8	-75.58	302.63	24.7	91.06	74.04	31.58	163.96	135.83	92.6	98.67	71.03	7.661	-57.39	-23.89	58.44	61.27	109.75	334.65	24.78	1525.2
3.202	2023-05-16 11:49:07	1610.0	140.24	167.85	138.36	145.83	109.16	162.45	77.65	25.88	116.65	122.11	61.22	156.48	150.2	158.05	91.63	148.84	31.33	37.86	109.5	112.79	174.43	107.36	105.21	25.73	72.14	156.58	138.65	11.54	67.6	-75.78	302.83	24.87	90.86	74.65	30.15	162.84	134.22	92.6	99.48	72.03	6.467	-57.59	-22.9	57.95	60.68	109.26	334.26	24.68	1525.2
3.204	2023-05-16 11:49:07	1610.0	139.42	167.24	138.96	144.02	110.16	163.54	77.26	26.0	116.85	121.19	61.93	156.58	150.1	158.45	91.43	148.74	30.34	37.27	109.5	114.07	174.73	108.53	104.24	25.78	73.37	155.25	138.65	11.44	68.4	-75.58	303.22	24.88	89.93	74.65	30.46	163.86	135.93	93.01	97.67	71.43	7.064	-57.39	-23.2	57.95	61.17	109.65	334.07	24.8	1525.2
3.206	2023-05-16 11:49:07	1660.0	139.83	167.45	138.76	144.73	108.17	162.25	77.65	25.96	116.75	120.68	61.83	156.08	149.09	158.25	91.13	150.04	31.14	37.96	109.7	112.7	174.24	107.45	105.7	25.79	72.14	157.49	138.45	10.33	67.4	-74.59	302.04	24.79	89.83	74.34	32.4	163.45	135.33	92.6	98.77	71.03	7.263	-57.59	-23.79	57.16	59.99	109.36	334.46	24.81	1525.2
3.208	2023-05-16 11:49:07	1660.0	139.83	167.85	138.15	145.23	108.77	163.34	77.26	25.96	116.44	122.93	61.32	156.08	150.2	157.65	91.53	148.24	31.73	37.77	108.51	114.17	174.82	107.94	106.38	25.68	72.14	156.88	138.65	10.93	67.5	-74.98	303.02	24.9	90.14	74.75	29.85	162.84	134.82	93.01	99.38	71.23	7.263	-57.0	-24.78	58.44	60.78	109.07	332.9	24.7	1525.2
3.21	2023-05-16 11:49:07	1660.0	139.62	168.26	138.76	144.73	108.37	163.14	78.14	25.93	116.34	121.8	61.42	156.08	148.58	157.24	90.93	149.44	31.73	36.97	109.11	114.76	174.04	107.75	104.82	25.81	72.75	155.66	139.16	11.74	68.3	-74.19	302.92	24.83	90.55	75.26	31.68	162.84	134.92	92.2	99.08	70.73	7.661	-57.2	-23.69	57.56	61.37	109.85	334.65	24.9	1525.2
3.212	2023-05-16 11:49:07	1660.0	139.62	168.67	138.76	144.83	108.97	162.45	76.47	25.82	116.96	121.39	60.81	156.18	149.49	157.45	90.93	150.24	30.94	37.96	109.7	113.88	173.45	107.36	105.31	25.67	72.75	157.69	138.45	11.14	69.0	-74.19	302.14	24.8	89.73	73.63	31.99	164.06	133.61	92.0	99.28	71.03	7.064	-57.0	-23.69	58.15	60.39	108.48	333.1	24.75	1525.2
3.214	2023-05-16 11:49:07	1660.0	139.42	168.06	137.75	145.63	108.17	162.35	78.24	25.93	117.37	121.19	61.32	156.58	149.09	158.25	90.93	150.04	32.13	37.77	109.5	113.38	174.82	108.43	105.99	25.55	72.75	157.69	138.05	11.54	68.4	-75.38	302.53	24.82	90.76	74.65	30.97	163.86	134.72	92.6	98.67	70.23	7.661	-57.2	-23.2	57.75	61.37	109.26	334.07	24.65	1525.2
3.216	2023-05-16 11:49:07	1660.0	140.03	168.06	138.76	145.03	109.07	160.96	78.04	25.88	116.75	120.06	60.2	157.29	150.1	157.04	91.43	148.84	30.14	37.57	108.61	113.58	174.04	108.23	106.18	25.63	72.14	156.88	137.85	9.631	66.9	-75.18	302.83	24.82	90.14	73.63	30.97	163.76	135.33	91.4	98.07	71.63	7.064	-57.59	-24.58	57.75	60.48	110.24	333.19	24.73	1525.2
3.218	2023-05-16 11:49:07	1660.0	140.03	167.85	137.35	143.92	109.16	162.74	78.44	25.9	116.34	121.5	61.32	156.08	150.2	158.25	92.33	149.44	30.94	38.46	109.11	114.17	173.75	107.75	105.6	25.63	72.75	156.68	137.85	11.14	67.1	-75.18	301.84	24.84	89.93	75.26	30.15	162.03	135.53	92.4	97.67	70.83	7.661	-57.39	-21.92	57.36	60.39	109.46	334.07	24.58	1525.2
3.22	2023-05-16 11:49:07	1660.0	140.24	168.26	138.56	144.63	109.16	163.14	77.06	25.88	117.47	121.29	61.32	156.79	149.49	157.85	92.13	149.74	30.34	37.57	108.32	113.97	174.73	107.94	105.4	25.64	73.37	157.59	137.34	12.14	67.6	-75.08	302.53	24.79	90.14	74.24	30.97	163.86	134.82	92.2	99.48	71.43	6.467	-58.19	-24.48	57.95	60.78	110.43	333.78	24.66	1525.2
3.222	2023-05-16 11:49:07	1660.0	140.13	168.67	137.75	144.73	108.77	162.45	78.83	25.86	115.72	121.5	62.03	157.19	149.79	157.65	91.93	148.24	30.14	37.67	109.7	113.97	173.16	108.53	105.02	25.7	73.37	157.49	137.85	11.14	67.2	-75.38	303.22	24.83	89.32	75.26	32.4	162.64	135.13	93.01	97.87	71.13	7.661	-56.8	-22.71	57.95	61.56	109.85	334.26	24.73	1525.2
3.224	2023-05-16 11:49:07	1660.0	139.42	167.85	137.55	145.43	108.77	162.05	77.06	25.86	116.85	120.68	61.32	156.79	151.01	157.85	92.03	150.24	31.33	38.46	108.81	113.38	173.84	106.77	103.95	25.73	73.37	156.88	137.44	10.33	67.2	-74.98	302.73	24.83	90.55	74.96	31.17	164.27	136.24	92.4	98.97	70.63	8.059	-57.0	-24.58	58.15	60.68	109.07	334.46	24.83	1525.2
3.226	2023-05-16 11:49:07	1660.0	139.42	168.06	137.95	144.83	109.16	163.14	78.24	25.81	115.83	121.19	62.64	156.08	148.58	157.85	91.93	149.04	31.73	37.47	109.5	113.97	175.02	107.45	106.77	25.74	72.75	156.07	138.65	10.53	67.4	-74.29	303.42	24.79	90.14	73.93	31.58	163.76	134.62	92.2	98.87	70.63	8.258	-56.8	-22.71	56.77	60.78	109.36	333.88	24.75	1525.2
3.228	2023-05-16 11:49:07	1660.0	139.42	167.24	137.55	144.02	108.77	161.56	78.83	25.88	116.65	121.7	62.44	157.09	149.69	157.65	92.53	149.94	30.74	38.06	108.61	113.78	174.53	106.18	106.09	25.58	72.75	156.27	138.05	11.14	68.4	-74.19	302.04	24.69	90.14	75.06	30.36	162.24	135.33	92.6	97.47	71.03	6.865	-56.8	-23.4	57.36	60.19	109.36	333.19	24.68	1525.2
3.23	2023-05-16 11:49:07	1660.0	139.83	168.67	138.96	145.23	109.16	162.35	76.47	26.03	115.83	121.9	61.32	156.58	149.89	157.35	91.53	148.44	30.94	36.68	109.3	113.19	173.84	106.28	104.82	25.78	73.37	157.59	138.45	10.53	66.8	-73.89	302.63	24.93	89.42	74.85	30.77	162.64	135.33	92.5	98.07	71.03	7.263	-58.19	-23.5	58.15	60.58	109.65	334.26	24.8	1525.2
3.232	2023-05-16 11:49:07	1660.0	139.83	168.06	137.75	145.23	108.37	161.16	77.65	25.91	116.65	120.98	61.22	155.97	148.98	157.04	92.93	150.04	30.74	37.86	108.02	113.97	174.24	107.45	106.18	25.7	72.75	156.47	138.45	10.33	68.2	-74.79	302.14	24.8	90.76	73.63	31.28	162.84	134.92	93.01	98.07	70.63	7.064	-57.0	-23.99	57.95	60.78	110.04	334.36	24.73	1525.2
3.234	2023-05-16 11:49:07	1660.0	139.01	168.26	137.95	144.63	109.66	162.94	76.86	25.93	115.83	122.11	61.42	156.18	149.19	157.14	90.73	150.04	31.14	37.47	109.5	113.97	174.04	108.14	104.43	25.73	72.75	157.19	137.95	10.93	67.2	-75.58	303.02	24.85	89.42	75.26	30.15	163.76	135.13	91.8	98.77	71.63	6.467	-56.4	-23.5	58.54	61.17	108.48	333.19	24.83	1525.2
3.236	2023-05-16 11:49:07	1660.0	139.83	168.46	138.36	145.43	109.16	162.35	78.04	25.96	117.06	120.68	61.22	156.18	149.99	158.05	91.13	148.84	30.54	37.47	109.3	114.66	175.22	108.53	105.79	25.69	73.37	156.88	138.45	11.54	66.8	-74.19	303.61	24.87	90.65	73.63	31.17	163.76	134.92	92.81	98.67	71.23	7.263	-56.3	-23.1	58.74	60.58	109.07	331.74	24.71	1525.2
3.238	2023-05-16 11:49:07	1660.0	139.83	168.46	137.55	144.83	108.37	162.65	78.93	25.96	116.65	122.11	60.81	156.79	149.49	158.05	92.33	149.94	29.74	37.47	108.91	113.97	174.24	106.77	104.43	25.65	72.14	157.19	137.95	11.14	67.6	-74.49	303.02	24.97	90.14	75.06	31.99	163.66	134.82	92.0	97.87	72.13	7.064	-56.5	-24.29	58.34	59.9	109.75	333.39	24.75	1525.2
3.24	2023-05-16 11:49:07	1660.0	139.01	168.46	138.36	145.03	109.36	162.55	78.04	25.96	116.03	121.6	61.83	155.47	149.99	158.25	92.53	150.64	30.14	37.67	109.9	114.27	174.24	107.16	106.09	25.63	72.85	156.58	138.55	10.33	67.2	-74.89	301.74	24.87	90.76	74.65	29.54	163.86	135.83	93.21	99.28	72.13	7.959	-57.59	-22.9	58.25	61.37	109.55	333.49	24.73	1525.2
3.242	2023-05-16 11:49:07	1660.0	139.62	168.16	138.96	145.23	109.36	162.35	77.85	25.85	116.65	120.58	60.81	155.47	150.4	157.65	91.33	149.44	30.14	37.67	109.11	113.58	174.24	107.45	104.43	25.73	72.75	157.29	138.05	10.53	67.8	-75.78	302.92	24.8	90.14	74.04	31.17	162.84	136.14	93.01	98.07	72.03	7.661	-57.59	-23.69	57.16	60.97	109.55	334.85	24.81	1525.2
3.244	2023-05-16 11:49:07	1660.0	139.52	169.68	138.76	145.23	109.16	162.15	77.65	26.0	115.62	121.8	61.22	156.58	150.4	158.65	91.73	150.04	31.24	37.17	109.11	113.97	174.24	108.43	104.24	25.69	72.75	158.1	138.55	10.93	68.1	-75.58	302.73	24.95	89.52	75.06	30.66	164.06	135.53	91.4	98.07	72.23	7.064	-57.0	-23.89	57.85	59.99	107.7	333.58	24.78	1525.2
3.246	2023-05-16 11:49:07	1660.0	139.62	168.67	138.25	144.63	109.16	162.94	78.63	25.85	117.26	122.52	62.03	154.96	149.69	157.85	90.53	148.84	30.94	37.86	109.7	113.97	174.43	106.87	106.38	25.65	72.14	157.49	138.45	10.53	67.0	-75.18	302.83	24.67	90.86	75.26	31.78	163.05	134.72	92.2	99.08	71.43	6.467	-57.2	-23.2	57.36	60.97	109.75	334.07	24.68	1525.2
3.248	2023-05-16 11:49:07	1660.0	139.42	167.75	137.95	145.03	109.07	162.84	78.24	25.91	116.24	122.72	62.44	156.08	150.2	158.96	91.73	148.44	30.74	37.86	108.81	114.56	175.02	108.82	104.63	25.8	72.75	158.1	137.95	10.93	66.9	-75.78	302.04	24.8	90.45	75.67	30.66	163.45	134.92	94.21	100.28	71.03	7.263	-57.0	-23.5	58.74	61.07	108.48	334.65	24.75	1525.2
3.25	2023-05-16 11:49:07	1660.0	139.42	167.24	137.35	145.43	109.16	162.94	77.65	25.85	116.34	120.98	61.42	156.18	150.4	158.25	91.53	149.24	31.14	37.86	109.4	114.27	174.82	107.16	105.02	25.75	72.75	157.49	137.34	9.932	66.8	-75.38	303.12	24.73	89.93	73.63	32.4	162.03	134.72	93.01	97.97	71.43	7.462	-57.59	-23.5	57.75	60.97	110.24	335.04	24.85	1525.2
3.252	2023-05-16 11:49:07	1660.0	139.83	168.26	137.75	145.23	109.76	162.15	78.54	25.9	117.06	121.29	61.93	156.18	149.89	157.65	91.03	150.04	31.83	38.66	108.91	113.97	174.43	108.14	104.72	25.6	72.75	156.88	137.95	10.93	68.0	-73.8	303.42	24.84	89.93	74.24	30.77	164.06	133.51	92.4	99.68	70.83	7.661	-56.8	-24.48	58.05	59.99	109.26	334.07	24.63	1525.2
3.254	2023-05-16 11:49:07	1660.0	139.52	167.65	138.66	145.83	108.17	160.96	77.26	26.0	116.65	122.01	61.93	156.08	149.89	157.35	91.13	149.74	30.34	38.46	109.7	113.88	175.22	107.16	105.79	25.65	72.75	157.59	139.06	10.93	67.8	-74.79	303.32	24.88	90.76	74.75	30.97	162.44	135.33	91.9	98.67	71.43	7.064	-57.0	-23.0	57.16	60.58	109.07	333.29	24.68	1525.2
