Time  1 - default sample rate [s]	FS22DI_1_NTP_TIME [s]	FS22DI_1_DIAG_SEQ_NUMBER []	A1 [nm]	A2 [nm]	A3 [nm]	A4 [nm]	A5 [nm]	A6 [nm]	A7 [nm]	AT [°C]	B1 [nm]	B2 [nm]	B3 [nm]	B4 [nm]	B5 [nm]	B6 [nm]	B7 [nm]	B8 [nm]	B9 [nm]	B10 [nm]	B11 [nm]	B12 [nm]	B13 [nm]	B14 [nm]	B15 [nm]	BT [°C]	D1 [nm]	D2 [nm]	D3 [nm]	D4 [nm]	D5 [nm]	D6 [nm]	D7 [nm]	DT [°C]	E1 [nm]	E2 [nm]	E3 [nm]	E4 [nm]	E5 [nm]	E6 [nm]	E7 [nm]	E8 [nm]	E9 [nm]	E10 [nm]	E11 [nm]	E12 [nm]	E13 [nm]	E14 [nm]	E15 [nm]	ET [°C]	TempArmário [nm]
0,1040	1684237744	60,00	139,72	167,75	137,95	145,03	109,36	162,94	78,24	25,91	116,65	121,09	61,42	156,08	149,29	157,65	91,33	149,44	30,94	37,47	109,90	113,58	173,26	108,53	105,40	25,75	72,14	157,49	138,05	10,93	67,80	-74,19	302,73	24,80	90,86	74,34	31,17	163,86	135,33	93,61	99,28	70,83	6,865	-57,39	-21,92	56,67	60,97	108,97	333,88	24,78	1525,2	
0,1060	1684237744	110,00	139,42	168,26	138,15	143,92	109,26	162,45	77,65	25,96	116,65	122,72	61,83	156,68	149,59	157,75	92,13	148,44	30,74	37,27	109,50	114,17	173,26	109,70	105,60	25,75	72,75	156,88	137,85	11,14	68,40	-75,38	303,02	24,87	90,14	74,96	30,97	162,84	135,23	92,40	97,47	70,43	7,064	-57,99	-23,20	57,95	60,97	111,12	333,49	24,78	1525,2	
0,1080	1684237744	110,00	140,03	168,67	138,96	145,23	109,26	162,55	77,36	25,88	117,37	120,68	60,81	155,97	150,10	157,45	91,53	149,14	31,73	37,27	108,51	114,56	174,63	108,72	106,18	25,65	73,98	157,08	138,45	10,33	67,20	-74,79	303,02	24,87	90,14	73,63	30,77	163,45	134,72	92,81	98,07	70,23	7,163	-56,60	-25,08	58,25	60,39	109,07	333,49	24,74	1525,2	
0,1100	1684237744	110,00	140,03	168,26	137,95	144,73	107,77	163,54	77,55	25,93	117,06	121,39	61,42	156,58	149,89	158,45	92,33	147,84	30,94	37,86	108,91	114,37	173,65	107,36	105,21	25,53	73,37	156,88	138,65	11,14	68,80	-74,09	302,33	24,83	90,35	74,34	32,19	163,25	135,33	92,20	97,47	71,13	7,860	-57,59	-24,68	58,54	60,97	109,26	333,19	24,63	1525,2	
0,1120	1684237744	110,00	139,42	167,04	138,25	145,63	108,17	163,64	77,65	25,91	116,96	120,47	61,22	155,57	148,78	158,05	91,03	148,74	31,14	37,27	109,11	113,58	174,24	107,94	105,11	25,80	73,37	156,27	138,45	10,93	67,80	-75,68	302,83	24,80	90,45	75,26	29,95	163,35	134,52	92,50	99,48	70,73	7,661	-56,80	-23,79	58,15	61,07	109,26	334,26	24,90	1525,2	
0,1140	1684237744	110,00	139,42	168,16	137,24	145,53	110,16	162,25	77,45	25,92	116,65	120,47	60,20	155,47	148,88	158,05	91,23	148,84	31,63	37,47	109,11	114,27	174,04	107,94	106,57	25,87	73,37	156,68	137,44	10,53	66,90	-74,69	301,84	24,78	90,35	73,32	31,38	164,06	135,33	92,20	99,08	71,43	7,163	-56,40	-23,50	57,85	59,60	109,36	332,12	24,90	1525,2	
0,1160	1684237744	110,00	140,03	168,26	138,76	145,23	109,36	163,34	77,36	25,88	116,44	122,11	61,32	157,29	149,89	157,65	91,03	150,04	30,94	37,67	109,30	113,88	173,84	108,53	106,18	25,78	73,98	157,19	138,55	12,34	67,20	-75,18	301,84	24,90	90,35	75,06	30,77	164,06	134,62	92,40	98,17	70,53	7,263	-56,60	-22,90	58,34	59,80	108,68	334,26	24,87	1525,2	
0,1180	1684237744	110,00	140,13	168,26	138,15	145,13	108,97	162,74	77,65	25,96	116,65	120,68	60,81	156,38	149,89	157,75	91,93	148,74	31,53	37,37	109,50	114,56	174,43	107,94	104,82	25,67	72,75	157,19	138,45	10,33	68,80	-74,39	302,14	24,80	90,24	73,63	31,48	162,03	134,12	92,40	98,67	70,43	7,263	-57,79	-23,50	57,56	60,78	108,29	334,65	24,75	1525,2	
0,1200	1684237744	110,00	139,62	167,85	138,76	144,12	108,77	162,94	77,06	25,98	115,83	121,90	62,44	155,47	149,79	157,75	92,13	148,44	31,73	37,86	108,61	113,78	173,65	107,36	105,89	25,65	73,37	156,58	138,45	10,53	67,00	-75,97	302,73	24,88	89,73	74,65	30,36	163,86	135,13	91,80	98,37	72,23	7,561	-56,80	-23,99	58,15	60,97	109,65	333,49	24,75	1525,2	
0,1220	1684237744	110,00	140,03	168,46	136,54	144,32	108,67	162,35	78,54	25,91	116,44	121,29	60,81	156,68	149,59	157,45	92,13	149,04	31,24	38,06	108,81	113,38	174,73	107,36	105,40	25,65	73,37	157,29	137,85	10,23	67,70	-75,38	302,63	24,80	89,73	74,65	31,17	162,84	134,62	92,60	97,97	72,23	7,661	-57,79	-23,99	57,36	60,97	109,85	333,97	24,68	1525,2	
0,1240	1684237744	110,00	139,52	168,26	138,66	145,63	109,07	162,45	77,26	25,96	116,34	121,50	62,44	156,58	150,60	157,45	91,63	148,84	30,94	37,86	109,11	112,99	175,02	108,14	104,43	25,73	72,75	156,68	138,45	11,54	66,60	-75,38	303,02	24,87	89,93	73,73	31,28	163,05	135,73	92,60	98,17	72,03	7,462	-57,39	-23,69	57,46	60,39	110,04	333,19	24,75	1525,2	
0,1260	1684237744	110,00	140,03	168,26	137,75	145,03	108,37	163,14	78,44	25,91	115,93	122,31	61,32	155,57	150,10	157,65	91,53	149,04	30,74	38,06	109,70	113,88	174,04	108,72	103,85	25,75	72,14	157,90	138,45	10,93	68,60	-74,89	302,43	24,80	90,86	75,57	30,56	163,55	134,72	92,60	98,37	71,63	7,462	-56,60	-23,10	57,56	61,95	109,46	334,26	24,76	1525,2	
0,1280	1684237744	110,00	139,83	167,75	138,66	145,13	108,57	162,35	77,55	25,91	117,47	120,78	60,60	156,58	149,39	157,14	91,33	148,84	31,14	37,77	109,40	114,56	174,24	106,97	105,40	25,73	73,98	156,88	139,06	9,932	67,60	-75,68	302,83	24,80	90,55	73,22	31,38	164,47	134,52	92,40	98,47	71,03	6,865	-57,00	-23,99	58,15	60,19	108,29	333,49	24,83	1525,2	
0,1300	1684237744	110,00	139,21	167,96	137,55	144,83	110,26	162,84	77,75	26,03	116,85	120,47	61,93	155,47	149,89	158,45	91,53	150,64	30,74	37,07	109,40	113,58	174,24	107,94	105,99	25,75	72,75	156,27	137,85	11,14	67,80	-74,98	303,51	24,93	90,04	74,34	31,17	163,86	134,82	93,01	98,37	71,03	7,263	-57,20	-22,90	57,56	60,97	109,46	333,88	24,70	1525,2	
0,1320	1684237744	110,00	140,13	167,75	137,55	144,02	109,76	162,74	78,63	25,96	116,65	122,11	60,81	157,29	149,89	158,65	91,93	149,44	31,24	37,96	109,11	113,09	174,53	107,45	104,82	25,70	72,14	157,08	137,44	11,44	67,80	-75,38	302,43	24,87	90,14	75,06	31,38	164,27	133,51	93,21	97,67	70,83	7,462	-56,60	-23,69	57,66	59,90	109,55	333,68	24,73	1525,2	
0,1340	1684237744	110,00	139,01	167,65	137,55	145,83	107,57	162,15	78,24	26,00	116,03	120,88	60,81	156,79	149,89	158,86	91,83	148,44	29,74	37,47	109,50	114,17	174,04	107,84	105,31	25,67	72,75	155,97	137,44	10,93	68,20	-73,80	302,83	24,82	89,83	74,65	30,97	163,15	134,12	93,61	98,37	70,33	6,865	-56,60	-22,90	58,54	60,78	109,65	333,97	24,70	1525,2	
0,1360	1684237744	110,00	139,52	167,65	138,86	143,92	108,57	162,55	78,24	25,96	117,16	121,50	60,81	156,08	149,19	157,75	91,93	149,44	30,54	37,86	109,11	114,37	174,63	106,58	106,38	25,83	73,37	156,68	138,65	11,14	67,10	-74,59	302,73	24,79	89,83	74,55	33,31	162,44	135,02	92,60	98,67	70,73	7,661	-57,00	-23,69	57,36	60,19	109,75	333,49	24,85	1525,2	
0,1380	1684237744	110,00	139,83	167,14	138,15	144,53	108,77	162,15	76,47	26,03	116,85	121,60	61,22	156,58	150,20	158,45	92,33	150,24	30,14	38,06	108,91	113,78	174,04	107,94	105,02	25,68	73,37	156,68	137,44	10,93	67,40	-73,99	302,73	24,87	90,65	74,04	29,65	164,06	134,22	93,61	97,87	71,63	7,163	-57,20	-22,71	58,15	60,78	108,58	332,51	24,78	1525,2	
0,1400	1684237744	110,00	139,21	167,65	137,75	144,12	109,16	162,74	77,06	25,98	116,96	120,27	61,83	157,29	149,99	158,25	91,93	148,44	30,54	37,27	109,11	113,97	173,65	109,01	105,70	25,60	73,37	157,59	138,55	11,54	66,60	-74,98	303,61	24,88	89,73	74,04	30,97	163,86	135,13	93,61	98,87	71,23	7,163	-57,79	-23,40	57,36	60,58	109,85	334,07	24,70	1525,2	
0,1420	1684237744	110,00	140,24	168,26	138,96	144,73	108,47	162,15	77,26	25,91	116,65	121,60	60,60	156,08	149,79	156,44	91,33	149,04	30,34	38,56	110,00	112,99	173,26	109,31	105,60	25,73	73,37	157,19	138,45	10,53	69,20	-74,98	302,23	24,80	90,35	74,85	30,36	164,06	135,73	91,70	99,68	71,03	7,263	-57,00	-23,99	57,75	59,80	109,85	332,22	24,75	1525,2	
0,1440	1684237744	110,00	139,83	167,14	138,46	144,53	109,76	162,35	77,85	26,03	117,57	121,09	60,81	156,79	149,99	158,65	92,03	149,64	30,34	38,36	109,11	113,97	173,75	107,94	106,18	25,64	72,75	157,29	138,65	11,44	67,20	-74,98	302,43	24,90	90,45	73,73	32,09	162,44	135,53	92,81	97,47	71,03	7,959	-57,59	-23,69	57,36	61,17	110,43	333,49	24,66	1525,2	
0,1460	1684237744	110,00	140,24	166,94	138,15	145,63	109,16	162,74	76,67	25,91	115,62	122,21	62,54	156,08	150,40	159,06	91,73	149,44	30,74	37,27	108,91	113,38	175,22	107,16	104,24	25,69	72,14	156,68	137,85	10,53	67,60	-74,39	302,53	24,80	89,11	74,65	31,28	164,37	134,72	93,41	98,47	71,63	7,163	-57,39	-24,09	58,25	60,78	108,48	334,07	24,71	1525,2	
0,1480	1684237744	110,00	139,62	168,67	137,75	144,73	108,97	162,94	76,86	25,93	116,85	120,68	61,22	156,68	149,69	157,85	91,33	148,84	30,34	37,86	108,71	113,78	173,84	107,16	105,50	25,70	72,75	156,88	137,95	11,44	66,51	-74,39	302,53	24,85	90,65	74,24	30,97	162,64	134,72	92,81	98,77	71,33	7,064	-57,59	-24,09	57,95	59,99	109,16	333,29	24,80	1525,2	
0,1500	1684237744	110,00	139,62	167,85	138,96	145,93	109,96	162,45	78,63	25,88	117,47	122,01	60,81	155,97	149,49	158,05	91,73	148,84	30,54	37,86	109,30	114,07	174,53	107,94	104,43	25,73	72,75	157,49	138,55	10,33	67,70	-75,58	303,02	24,79	90,55	75,67	30,77	163,25	134,72	92,81	98,17	71,33	7,064	-57,00	-23,30	57,46	60,68	108,48	334,46	24,83	1525,2	
0,1520	1684237744	110,00	139,52	168,46	138,25	145,43	109,76	162,94	78,04	25,88	117,06	122,21	62,03	157,19	150,70	157,85	92,63	148,84	32,03	37,37	108,51	113,97	173,84	106,77	105,60	25,79	73,47	157,90	138,55	11,14	68,10	-73,89	302,92	24,79	90,35	74,65	31,17	163,55	134,72	92,81	98,17	70,83	7,163	-56,40	-24,78	57,95	59,99	109,65	334,07	24,75	1525,2	
0,1540	1684237744	110,00	140,03	168,46	138,76	145,83	109,26	162,94	78,34	25,83	117,47	121,50	62,64	156,18	149,29	157,75	92,73	148,84	30,94	37,27	108,12	113,78	174,24	107,16	104,43	25,71	72,75	157,08	138,45	10,33	67,50	-74,39	302,23	24,73	90,55	75,06	31,38	163,25	134,12	93,91	97,87	72,03	7,661	-57,99	-24,68	57,56	60,58	109,75	334,95	24,80	1525,2	
0,1560	1684237744	110,00	139,21	168,67	137,75	144,73	108,77	163,34	76,57	25,96	117,47	121,09	61,22	157,29	149,79	158,05	90,93	149,44	30,54	37,67	109,11	114,17	174,04	108,72	104,43	25,68	72,75	157,49	137,95	10,33	68,40	-74,39	302,23	24,87	90,55	73,73	30,46	164,06	134,42	92,81	98,67	70,43	8,456	-57,99	-24,58	58,05	61,46	109,26	333,49	24,70	1525,2	
0,1580	1684237744	110,00	139,62	167,85	138,86	145,73	108,57	162,45	77,26	25,93	116,85	122,01	62,44	156,58	149,99	157,45	91,63	149,44	32,33	36,68	108,61	113,38	174,43	109,01	105,21	25,80	73,37	156,27	139,06	11,74	68,00	-75,18	302,23	24,82	89,93	74,96	30,66	163,25	135,13	92,20	99,08	70,83	7,860	-57,00	-23,99	57,16	61,56	108,48	334,26	24,75	1525,2	
0,1600	1684237744	110,00	139,72	168,67	137,95	145,13	109,16	163,14	76,96	25,88	116,96	121,70	61,22	157,29	149,49	157,45	91,73	148,84	32,13	37,47	109,11	114,76	174,82	108,82	105,89	25,75	72,75	156,88	137,95	11,14	68,00	-74,98	301,35	24,79	89,73	74,34	30,36	163,86	134,22	92,00	98,27	71,63	7,263	-57,59	-23,69	57,75	61,66	109,26	334,07	24,78	1525,2	
0,1620	1684237744	110,00	139,42	167,65	138,96	143,62	108,57	162,74	77,55	25,95	116,65	121,29	60,81	156,99	150,10	158,86	93,33	148,64	31,73	37,47	108,91	114,17	173,65	108,23	105,89	25,65	73,37	156,88	139,06	11,14	67,40	-75,58	302,92	24,83	90,76	74,65	30,36	163,25	135,93	92,00	97,87	71,03	7,263	-57,00	-23,30	58,54	60,19	109,07	332,32	24,74	1525,2	
0,1640	1684237744	110,00	139,83	167,45	138,76	145,63	108,37	162,84	78,04	25,81	116,65	122,11	61,32	156,79	149,59	157,75	91,93	150,24	32,03	38,26	108,51	112,79	174,24	108,53	105,60	25,60	72,75	156,27	137,85	10,33	67,40	-74,79	303,61	24,79	90,86	74,34	31,78	163,05	135,23	92,60	98,67	70,43	7,661	-57,00	-24,78	58,15	60,39	108,68	333,49	24,63	1525,2	
0,1660	1684237744	110,00	139,21	168,46	138,46	144,22	109,16	162,25	76,57	26,03	117,06	121,60	61,32	155,67	149,39	158,25	92,13	149,04	31,14	37,86	109,70	113,58	173,45	107,16	105,11	25,81	72,75	157,19	138,65	10,53	67,80	-75,78	302,92	24,87	90,24	74,04	31,99	163,25	134,52	93,31	98,77	71,43	7,860	-56,01	-22,71	58,74	61,86	109,16	333,29	24,83	1525,2	
0,1680	1684237744	110,00	139,42	168,06	138,15	145,03	107,67	162,94	77,06	25,86	116,65	120,98	61,42	156,68	149,39	156,94	92,33	149,84	30,54	37,67	109,30	113,78	175,22	106,38	105,79	25,60	72,75	156,47	138,45	9,631	67,20	-75,18	303,22	24,85	90,76	73,63	30,56	163,86	134,52	91,60	98,67	71,43	7,163	-57,20	-23,89	58,05	61,17	108,29	333,00	24,70	1525,2	
0,1700	1684237744	110,00	139,52	168,26	138,76	145,63	108,97	162,94	78,54	25,91	116,13	121,09	61,22	157,29	149,49	158,45	91,53	149,64	30,94	37,96	109,40	114,17	175,80	108,72	104,43	25,62	72,14	155,97	138,55	11,74	67,60	-74,59	302,73	24,80	90,55	73,73	30,15	164,06	134,72	93,01	99,68	71,43	7,462	-56,80	-23,50	58,34	60,58	109,65	333,10	24,70	1525,2	
0,1720	1684237744	110,00	140,03	167,55	138,15	144,43	109,76	162,94	78,24	25,88	116,24	121,70	61,83	156,08	150,40	159,76	91,33	148,54	32,13	37,47	109,50	113,58	175,02	106,58	105,31	25,63	72,75	156,47	138,45	10,93	67,80	-75,97	302,92	24,80	90,65	74,14	30,46	163,66	134,92	93,41	98,97	70,73	7,163	-56,60	-23,10	57,16	60,39	109,16	333,49	24,65	1525,2	
0,1740	1684237744	110,00	139,62	167,45	138,25	144,53	108,57	162,74	77,55	25,81	117,26	122,11	61,42	156,79	150,80	157,65	92,73	149,74	30,74	37,86	108,91	114,07	175,02	107,36	105,99	25,65	72,14	155,66	138,45	11,54	66,51	-73,80	303,02	24,79	90,86	75,26	31,38	162,44	135,53	92,00	98,17	71,63	7,064	-57,20	-24,29	58,15	62,15	109,16	333,58	24,75	1525,2	
0,1760	1684237744	110,00	139,42	168,26	136,54	144,73	107,77	161,75	77,45	25,92	116,96	121,29	59,59	155,37	148,98	157,24	91,93	149,64	30,94	37,27	109,50	114,17	174,73	107,94	105,60	25,74	72,75	157,59	137,85	10,33	68,80	-75,18	302,23	24,78	90,45	74,24	31,78	162,74	135,13	91,80	98,67	71,03	6,467	-57,39	-23,20	57,56	60,58	109,46	334,07	24,75	1525,2	
0,1780	1684237744	110,00	140,03	168,06	137,95	145,23	108,17	162,25	77,55	25,88	116,65	121,29	61,32	156,68	148,98	157,85	91,53	148,84	30,54	38,36	109,50	114,37	175,02	107,94	104,43	25,52	72,14	155,76	138,45	10,93	68,30	-75,58	302,63	24,80	90,14	74,65	30,15	161,93	133,91	92,20	98,37	72,53	7,661	-56,80	-22,90	57,56	62,35	107,89	333,58	24,60	1525,2	
0,1800	1684237744	110,00	139,31	168,06	137,55	145,43	107,57	163,34	77,65	25,98	116,65	121,50	60,20	156,58	149,59	157,95	92,63	149,34	31,43	36,38	109,50	113,78	174,63	107,36	104,43	25,70	72,75	156,27	138,55	11,54	67,40	-74,69	302,83	24,88	90,76	74,04	30,05	161,93	135,23	92,50	98,27	70,03	7,760	-57,39	-23,20	57,16	60,97	108,29	333,97	24,65	1525,2	
0,1820	1684237744	110,00	139,01	167,85	138,76	144,63	108,97	162,55	78,34	25,98	117,06	120,88	60,81	155,37	149,09	158,65	90,33	150,64	31,53	38,46	109,40	114,66	174,53	108,04	105,02	25,55	72,75	156,68	137,85	10,93	69,20	-75,08	303,12	24,88	90,35	74,04	31,17	162,24	134,72	93,21	100,28	72,23	7,860	-57,00	-23,50	58,44	61,37	109,07	333,49	24,65	1525,2	
0,1840	1684237744	110,00	140,24	168,67	137,95	143,82	108,37	162,45	77,85	26,00	117,26	121,19	60,81	156,58	149,09	157,85	91,93	149,44	30,94	37,47	108,71	113,68	174,43	107,94	105,89	25,76	73,37	156,88	138,45	10,53	68,10	-74,79	301,94	24,90	90,24	73,93	32,40	163,05	135,33	92,20	98,27	71,43	7,163	-57,20	-23,69	58,34	61,17	110,04	333,88	24,79	1525,2	
0,1860	1684237744	110,00	139,21	168,67	137,95	144,53	108,57	162,74	77,85	25,78	116,96	121,29	62,03	155,97	148,78	157,24	91,13	149,04	29,94	38,26	108,61	114,17	174,04	106,77	105,79	25,73	72,75	158,20	137,85	11,14	68,00	-75,78	302,53	24,75	90,45	73,42	31,17	163,66	134,52	91,80	99,48	70,83	6,865	-57,39	-25,17	58,54	60,78	108,87	333,49	24,75	1525,2	
0,1880	1684237744	110,00	139,42	167,24	138,76	144,63	109,76	162,94	77,06	25,96	117,06	120,88	62,03	155,37	149,29	157,45	91,73	149,44	31,24	37,96	108,51	113,58	173,75	108,82	105,99	25,59	72,75	155,97	139,16	10,93	67,40	-74,19	302,43	24,80	90,35	74,65	31,38	162,44	135,33	92,81	98,47	70,83	6,865	-57,00	-23,69	58,34	61,17	108,29	333,10	24,61	1525,2	
0,1900	1684237744	110,00	139,01	168,06	138,76	145,03	110,26	162,84	77,75	26,06	116,96	121,50	61,42	155,97	149,49	158,86	90,73	148,24	31,14	37,37	109,50	113,38	174,63	107,94	105,40	25,78	72,75	157,29	138,65	10,33	66,90	-75,97	303,42	24,98	90,45	74,55	30,97	163,35	135,33	93,21	99,98	70,83	6,865	-58,19	-23,69	57,06	60,58	108,58	333,68	24,80	1525,2	
0,1920	1684237744	110,00	139,42	167,45	137,14	144,22	108,67	162,94	77,06	25,93	116,34	120,68	63,05	156,58	149,29	158,45	91,53	149,14	31,14	37,27	108,81	114,17	173,45	107,45	105,40	25,67	73,37	156,68	137,44	10,33	67,20	-74,49	302,73	24,78	89,93	74,34	30,56	162,95	134,62	92,20	99,48	71,03	6,666	-56,60	-23,50	58,25	61,66	109,26	333,10	24,83	1525,2	
0,1940	1684237744	110,00	139,42	168,06	138,66	145,03	107,77	162,25	78,04	25,93	116,65	121,60	61,42	155,97	149,29	157,65	91,13	149,64	30,34	37,86	109,30	113,97	175,02	106,77	104,43	25,78	73,37	156,47	138,55	9,631	67,00	-73,99	303,81	24,78	91,37	74,65	31,28	163,66	134,12	93,01	98,57	71,23	7,462	-57,59	-24,29	57,36	61,76	108,68	334,65	24,87	1525,2	
0,1960	1684237744	110,00	140,03	167,85	138,66	143,92	109,76	163,34	77,06	25,88	116,24	122,11	60,81	156,79	150,40	157,85	92,13	149,64	31,14	38,26	109,50	114,56	173,84	107,94	105,31	25,70	72,75	156,58	138,45	9,932	68,10	-75,48	302,53	24,87	90,04	75,26	30,97	164,47	135,33	92,81	98,47	70,43	7,163	-57,20	-24,29	57,36	60,19	108,97	334,65	24,73	1525,2	
0,1980	1684237744	110,00	139,62	167,65	138,76	144,63	108,77	163,54	77,85	25,88	116,44	122,11	61,42	155,47	149,29	156,64	91,93	148,44	29,44	37,47	109,30	113,38	174,24	106,77	103,85	25,68	72,75	157,59	138,45	10,93	66,80	-75,58	302,53	24,83	90,14	75,26	31,48	162,24	134,12	93,01	98,27	71,63	7,860	-56,30	-23,69	57,16	60,19	109,55	334,46	24,76	1525,2	
0,2000	1684237744	110,00	140,03	168,26	138,36	143,82	108,77	162,74	76,27	26,03	116,85	120,37	60,60	155,37	149,69	158,25	91,13	148,74	30,74	37,86	108,42	113,78	174,53	107,36	104,24	25,75	73,47	156,88	137,85	10,53	68,40	-73,80	302,83	24,93	90,65	73,63	29,95	163,55	134,72	92,60	98,97	71,73	7,661	-58,19	-24,48	57,75	60,97	108,29	334,26	24,85	1525,2	
0,2020	1684237744	110,00	139,42	167,24	138,66	146,43	109,36	162,84	78,04	25,93	117,47	120,68	62,64	157,29	149,79	158,65	91,33	149,64	30,34	37,86	109,30	113,58	175,02	107,36	105,40	25,70	73,37	156,88	138,35	11,54	67,00	-74,98	301,45	24,82	89,93	74,24	31,38	162,64	133,91	92,20	99,88	71,03	7,860	-57,39	-23,10	57,75	61,76	108,29	334,07	24,65	1525,2	
0,2040	1684237744	110,00	139,31	168,26	137,55	144,12	109,46	161,85	78,54	25,80	117,06	122,11	61,83	155,97	149,89	156,84	91,53	150,04	30,94	38,26	109,70	114,27	174,04	107,45	106,18	25,73	72,85	157,19	137,95	10,53	66,90	-75,18	302,92	24,75	89,93	74,34	30,56	163,25	134,12	91,60	97,47	71,43	6,865	-57,99	-23,99	57,56	61,07	108,68	334,26	24,83	1525,2	
0,2060	1684237744	160,00	139,21	168,46	138,15	145,23	109,36	162,55	77,75	25,92	117,06	121,29	62,64	155,97	150,20	157,85	91,53	149,14	31,14	37,47	108,91	114,56	173,06	108,62	104,04	25,70	73,37	157,19	137,85	9,029	68,20	-74,69	302,83	24,84	90,35	74,65	30,97	162,64	136,14	91,80	99,28	70,83	7,661	-57,00	-23,50	58,44	60,48	110,04	335,04	24,73	1525,2	
0,2080	1684237744	160,00	139,83	168,26	138,56	145,43	109,36	161,16	77,85	25,80	116,13	121,70	61,52	156,68	149,79	158,45	91,73	148,14	30,54	38,56	109,50	113,78	173,65	107,75	105,89	25,67	72,75	157,19	138,45	10,93	68,40	-73,60	302,73	24,75	89,93	73,93	30,77	163,66	135,13	93,41	98,17	70,33	7,462	-57,39	-23,69	58,44	60,09	109,85	333,68	24,70	1525,2	
0,2100	1684237744	160,00	139,21	168,06	137,95	145,23	109,36	162,55	78,24	25,98	116,34	121,90	62,44	155,97	149,89	157,85	92,33	148,84	30,14	37,77	108,91	114,07	173,84	108,14	104,53	25,65	73,98	157,80	137,85	9,631	67,60	-74,98	302,83	24,88	89,93	74,85	32,09	163,35	135,33	91,80	97,87	71,43	7,561	-58,38	-23,20	57,46	61,07	108,97	334,07	24,75	1525,2	
0,2120	1684237744	160,00	139,83	168,67	137,75	144,32	109,16	163,14	78,04	25,95	116,44	120,68	61,32	156,18	149,79	157,35	91,23	149,04	30,74	37,67	109,50	113,58	174,04	107,36	105,40	25,75	73,37	157,90	137,95	11,54	67,40	-74,79	302,43	24,85	89,63	74,34	30,36	163,15	136,14	93,21	99,18	69,93	7,263	-57,00	-22,31	57,66	60,58	109,46	333,58	24,78	1525,2	
0,2140	1684237744	160,00	138,39	167,85	138,76	145,83	107,77	162,74	78,04	25,98	116,65	122,72	61,32	156,18	150,60	157,85	91,93	149,44	31,53	36,87	108,81	114,56	173,84	108,53	105,21	25,70	73,37	156,68	138,45	12,74	68,20	-74,79	302,23	24,88	90,14	75,06	30,77	164,67	134,82	92,20	99,48	70,43	7,661	-56,40	-23,50	58,44	61,17	108,68	333,39	24,80	1525,2	
0,2160	1684237744	160,00	139,62	167,55	138,15	145,63	109,76	162,15	77,65	25,85	116,24	120,68	60,81	156,18	148,38	158,25	90,73	148,54	31,24	37,96	109,90	114,17	174,53	107,16	105,79	25,68	73,37	157,19	138,96	11,14	66,90	-74,79	302,83	24,73	90,04	74,85	32,80	163,15	134,32	93,31	98,07	70,73	7,462	-57,79	-22,71	57,75	60,78	109,16	334,26	24,78	1525,2	
0,2180	1684237744	160,00	139,42	168,67	137,75	145,33	108,67	162,35	76,57	25,91	116,54	120,27	61,32	156,08	150,20	157,04	92,03	149,04	31,73	37,47	108,12	114,56	174,53	107,16	104,82	25,75	72,75	156,68	138,55	11,54	67,10	-73,99	301,94	24,80	89,83	73,32	30,15	163,55	135,13	92,60	99,28	71,13	7,462	-56,60	-24,88	58,54	60,97	108,87	333,88	24,76	1525,2	
0,2200	1684237744	160,00	139,83	168,06	138,76	145,23	107,37	163,14	76,27	25,87	116,44	121,09	61,42	156,68	149,89	159,26	91,13	148,64	30,54	38,06	109,11	113,68	174,04	107,75	105,89	25,78	73,37	156,88	137,95	10,53	67,80	-75,38	302,04	24,85	91,06	75,06	31,28	162,84	134,12	94,01	98,27	71,43	7,661	-57,79	-23,89	57,95	59,90	109,55	334,26	24,87	1525,2	
0,2220	1684237744	160,00	139,62	169,28	138,15	144,63	108,97	163,24	78,04	25,98	116,24	122,21	61,32	155,57	149,69	157,45	91,93	149,44	31,43	38,26	109,90	113,97	173,26	107,16	105,99	25,73	72,75	157,29	137,95	10,93	67,60	-75,08	303,02	24,88	89,73	75,26	30,36	164,47	134,12	92,00	98,17	71,63	7,860	-56,60	-22,71	57,56	60,19	108,87	333,49	24,83	1525,2	
0,2240	1684237744	160,00	139,83	167,35	138,15	145,23	109,07	162,94	77,55	25,97	116,65	121,29	62,03	156,08	149,49	158,05	91,73	149,04	32,03	37,37	108,12	114,86	174,43	107,16	105,89	25,78	73,37	156,27	138,05	11,74	67,10	-73,99	302,43	24,84	89,63	74,24	30,36	163,86	135,33	93,41	98,47	71,03	7,661	-56,30	-24,68	57,95	60,97	108,48	332,90	24,80	1525,2	
0,2260	1684237744	160,00	139,01	168,26	137,75	144,22	109,26	162,55	77,36	25,88	117,57	121,19	61,83	156,08	149,29	157,85	92,33	149,44	31,73	37,86	109,30	113,97	174,24	106,77	105,21	25,57	72,75	157,90	137,34	10,93	67,40	-74,79	303,61	24,79	89,73	74,65	30,77	163,05	134,12	92,81	98,67	71,43	7,661	-56,60	-23,10	57,56	60,09	108,68	333,68	24,65	1525,2	
0,2280	1684237744	160,00	139,01	168,06	138,25	144,53	108,17	162,45	78,04	25,98	116,65	121,60	62,64	156,79	148,68	157,85	91,43	149,04	30,14	38,06	109,11	113,19	174,63	107,36	104,72	25,73	72,75	156,68	138,55	10,33	67,60	-75,08	302,43	24,88	90,76	74,04	30,46	164,16	134,82	91,80	97,27	70,53	7,860	-55,91	-23,89	57,75	60,39	107,89	334,26	24,75	1525,2	
