Time  1 - default sample rate [s]	FS22DI_1_NTP_TIME [s]	FS22DI_1_DIAG_SEQ_NUMBER []	A1 [nm]	A2 [nm]	A3 [nm]	A4 [nm]	A5 [nm]	A6 [nm]	A7 [nm]	AT [°C]	B1 [nm]	B2 [nm]	B3 [nm]	B4 [nm]	B5 [nm]	B6 [nm]	B7 [nm]	B8 [nm]	B9 [nm]	B10 [nm]	B11 [nm]	B12 [nm]	B13 [nm]	B14 [nm]	B15 [nm]	BT [°C]	D1 [nm]	D2 [nm]	D3 [nm]	D4 [nm]	D5 [nm]	D6 [nm]	D7 [nm]	DT [°C]	E1 [nm]	E2 [nm]	E3 [nm]	E4 [nm]	E5 [nm]	E6 [nm]	E7 [nm]	E8 [nm]	E9 [nm]	E10 [nm]	E11 [nm]	E12 [nm]	E13 [nm]	E14 [nm]	E15 [nm]	ET [°C]	TempArmário [nm]
3,066	1684237746	1560,0	139,62	167,85	138,36	144,32	108,77	162,55	77,26	26,03	116,24	121,29	61,93	156,79	149,09	157,85	92,03	148,64	30,14	38,06	108,91	114,17	173,45	106,77	105,11	25,62	72,04	157,49	138,65	10,33	68,40	-74,19	302,83	24,93	90,04	74,24	31,38	163,55	134,72	92,20	97,67	70,83	6,666	-57,79	-24,48	57,75	60,97	108,68	332,71	24,70	1525,2	
3,068	1684237746	1560,0	140,03	167,45	138,25	145,23	109,76	160,96	77,06	25,96	116,75	121,19	62,44	156,58	150,30	158,65	91,33	149,14	30,94	37,37	109,70	112,40	174,73	108,43	105,79	25,67	73,37	156,68	138,45	11,14	67,40	-75,58	303,02	24,80	90,14	74,65	31,68	163,05	133,91	92,81	98,27	71,63	6,865	-56,40	-23,89	57,36	60,58	109,65	333,78	24,63	1525,2	
3,070	1684237746	1560,0	139,42	168,77	137,55	144,53	108,97	162,05	77,26	26,06	116,65	121,50	62,44	155,37	148,88	158,05	91,83	148,64	30,14	38,06	109,11	114,17	173,45	107,94	104,24	25,64	72,14	156,68	137,95	11,44	67,80	-75,38	303,42	24,98	90,14	74,34	30,15	162,84	134,82	92,60	98,97	71,03	7,263	-57,20	-23,69	57,16	60,39	109,26	334,85	24,73	1525,2	
3,072	1684237746	1560,0	139,21	168,46	139,37	145,23	108,57	162,94	77,85	25,93	116,24	121,80	61,22	156,38	148,98	157,24	92,73	149,14	30,34	36,87	109,30	114,17	173,65	108,53	104,82	25,63	73,98	157,19	139,06	10,93	67,20	-74,49	302,63	24,78	90,35	74,65	31,58	163,05	135,13	92,81	97,87	72,03	7,163	-56,40	-23,69	58,74	61,27	108,48	334,07	24,71	1525,2	
3,074	1684237746	1560,0	139,21	168,06	138,76	144,43	108,97	162,45	77,06	25,88	116,75	120,68	60,71	157,29	149,39	158,65	91,13	150,04	31,43	37,86	108,91	113,78	174,53	106,77	105,40	25,73	73,37	156,98	138,45	12,34	67,40	-74,98	302,53	24,75	90,86	74,85	30,36	163,76	134,52	93,21	99,08	71,43	8,258	-57,20	-23,50	58,15	60,29	108,48	333,39	24,83	1525,2	
3,076	1684237747	1560,0	139,21	168,67	138,15	144,43	108,17	163,54	78,04	25,98	117,47	121,50	60,81	156,79	148,78	158,45	92,03	148,24	31,73	36,87	109,30	113,58	174,73	107,16	105,79	25,60	73,37	156,88	138,45	10,33	67,60	-75,18	303,22	24,88	90,55	74,04	30,77	163,76	135,02	93,01	99,08	70,63	7,661	-56,60	-23,30	57,46	62,35	108,77	333,49	24,63	1525,2	
3,078	1684237747	1560,0	138,80	168,87	138,15	145,43	108,57	161,95	76,86	25,80	116,24	122,11	61,93	156,79	150,40	157,45	90,73	149,04	31,73	38,26	108,61	114,17	174,53	107,75	105,60	25,65	72,75	157,19	137,95	10,53	67,60	-74,98	303,02	24,75	89,73	74,34	31,78	162,84	134,72	92,00	99,68	71,03	7,462	-57,39	-23,99	58,05	62,15	109,07	332,51	24,68	1525,2	
3,080	1684237747	1560,0	140,24	167,65	138,15	144,93	108,77	163,93	77,85	26,06	116,96	121,29	61,83	156,48	150,60	157,75	92,53	149,04	30,94	38,26	109,11	114,56	173,45	107,84	105,79	25,68	73,98	156,27	138,55	10,33	69,00	-74,69	303,22	24,98	90,45	73,63	29,24	162,44	134,82	92,81	98,77	72,03	7,860	-57,99	-23,69	58,34	60,39	108,48	333,78	24,70	1525,2	
3,082	1684237747	1560,0	139,83	168,06	137,75	143,82	109,36	163,34	77,65	25,96	116,03	121,19	61,42	156,18	149,09	159,06	91,93	147,84	29,74	37,47	109,11	113,58	174,04	108,23	105,11	25,78	72,75	156,88	138,45	11,54	66,60	-75,97	302,14	24,87	89,83	75,26	30,56	161,73	135,33	94,01	98,97	71,23	7,263	-56,30	-23,10	58,25	61,17	110,24	333,97	24,80	1525,2	
3,084	1684237747	1560,0	140,13	168,77	138,56	145,23	109,56	162,74	76,86	26,08	116,65	120,88	60,71	155,97	150,30	157,04	92,53	149,14	31,24	36,48	108,91	114,27	173,84	108,53	106,57	25,65	72,14	157,90	138,45	11,44	66,80	-74,19	303,42	24,95	90,86	75,06	29,95	163,35	133,91	92,10	97,47	71,83	7,163	-56,30	-24,29	58,05	60,58	109,16	333,29	24,75	1525,2	
3,086	1684237747	1560,0	140,13	168,46	137,75	144,83	109,16	163,64	78,24	25,97	117,06	121,09	60,60	157,19	150,50	158,05	91,73	149,14	31,14	37,67	108,91	114,56	173,84	107,84	106,18	25,62	73,47	156,88	137,44	10,33	67,00	-75,48	303,02	24,84	90,24	74,34	31,17	164,06	135,33	93,21	98,07	72,03	7,064	-57,20	-23,00	58,44	62,15	108,97	334,85	24,70	1525,2	
3,088	1684237747	1560,0	139,42	167,85	137,04	144,93	109,16	162,35	78,83	26,08	116,24	120,68	61,93	156,79	150,20	158,65	91,93	149,44	30,74	38,46	110,00	114,17	175,02	107,55	105,40	25,78	73,37	156,88	138,05	11,54	68,00	-74,69	302,92	24,93	91,37	74,85	30,56	164,67	134,32	92,50	99,48	72,23	6,865	-57,00	-22,90	57,16	60,39	109,46	333,49	24,80	1525,2	
3,090	1684237747	1560,0	139,83	167,65	138,36	144,12	109,26	162,35	77,26	26,16	117,06	120,58	61,32	156,58	149,69	157,65	92,13	148,44	29,94	37,86	110,29	114,96	175,02	107,94	105,40	25,62	73,37	156,68	138,55	11,14	67,70	-75,38	303,02	24,93	91,06	74,65	30,97	162,84	134,12	93,01	97,87	70,43	7,362	-57,20	-23,50	58,44	60,48	108,97	334,26	24,64	1525,2	
3,092	1684237747	1560,0	140,03	168,46	138,76	144,02	109,86	161,85	76,57	25,95	115,41	122,11	60,71	156,79	149,39	157,75	91,53	149,34	31,93	37,67	109,11	113,97	174,53	106,58	104,63	25,58	72,75	157,49	138,45	11,74	67,00	-75,78	302,53	24,85	89,83	75,26	30,97	163,25	135,13	93,01	98,17	70,33	7,263	-57,39	-23,69	57,75	61,17	108,97	334,65	24,60	1525,2	
3,094	1684237747	1560,0	139,62	168,46	138,15	144,63	107,97	163,24	78,24	25,93	116,44	121,50	60,60	156,79	149,89	159,06	92,53	148,84	30,34	37,67	109,30	114,37	174,04	107,36	104,43	25,76	72,75	156,88	138,05	11,54	67,20	-75,18	302,83	24,82	91,06	73,93	28,93	164,47	135,33	92,70	97,87	70,33	7,661	-57,79	-23,10	57,36	59,41	108,48	334,07	24,85	1525,2	
3,096	1684237747	1560,0	139,42	168,87	137,55	145,53	108,17	161,95	77,55	25,91	116,44	120,68	61,42	156,18	149,39	158,05	91,33	149,04	30,94	37,47	107,92	113,19	173,75	107,16	105,40	25,67	73,37	156,88	136,84	10,93	67,70	-74,09	301,94	24,77	89,63	73,63	31,78	162,74	134,32	92,81	99,28	71,63	6,666	-57,00	-24,88	57,75	61,56	109,55	333,00	24,75	1525,2	
3,098	1684237747	1560,0	139,62	167,24	137,75	145,63	108,37	162,94	76,86	25,76	116,75	121,60	61,83	157,19	148,48	156,64	91,13	148,44	30,84	37,27	109,11	113,58	174,53	107,36	105,79	25,63	72,75	156,88	137,85	9,932	68,40	-74,79	302,63	24,70	91,47	75,26	30,97	162,84	134,12	92,20	99,28	71,63	7,263	-56,60	-24,29	58,74	60,19	109,07	334,65	24,65	1525,2	
3,100	1684237747	1560,0	139,83	167,45	138,76	144,83	109,16	161,46	77,75	25,85	116,03	121,29	60,81	156,79	150,30	158,05	92,23	149,14	31,63	37,27	108,91	114,17	173,75	108,23	105,89	25,63	73,98	157,29	139,06	10,93	67,60	-75,38	303,02	24,80	90,45	74,24	30,77	163,86	134,62	92,60	98,87	71,23	7,661	-57,00	-22,90	57,36	60,97	109,75	334,46	24,73	1525,2	
3,102	1684237747	1560,0	139,01	167,45	137,55	144,32	109,07	162,94	78,54	25,81	116,44	120,06	61,32	156,79	149,59	156,74	93,13	149,04	31,63	38,46	109,50	113,38	174,24	107,55	104,92	25,58	72,75	156,27	138,45	10,53	69,00	-74,39	303,22	24,75	90,35	73,63	29,75	162,44	135,93	92,50	98,27	71,63	7,163	-56,70	-22,90	57,36	60,58	108,48	334,46	24,66	1525,2	
3,104	1684237747	1560,0	139,62	167,14	138,76	145,63	109,16	162,84	77,65	25,93	117,78	121,70	61,42	156,58	148,98	158,05	91,43	148,84	30,14	36,87	109,40	114,27	174,53	107,94	105,70	25,73	72,75	156,68	139,06	11,14	67,40	-74,39	302,53	24,88	89,73	74,34	30,97	163,76	135,13	92,60	98,77	71,03	6,865	-56,40	-23,50	57,95	60,78	109,65	334,65	24,83	1525,2	
3,106	1684237747	1610,0	139,52	168,06	137,55	143,82	108,77	162,55	78,04	26,00	116,85	120,58	61,93	156,18	148,98	158,45	91,73	150,44	30,34	38,06	110,00	112,79	174,53	107,36	104,82	25,60	72,75	157,29	138,55	12,14	67,20	-73,80	302,63	24,90	91,37	74,04	30,36	163,05	134,92	93,61	98,07	72,03	7,064	-56,60	-23,50	56,57	60,78	109,55	333,10	24,70	1525,2	
3,108	1684237747	1610,0	139,83	168,06	138,66	144,53	109,26	163,34	77,85	26,08	116,24	121,39	61,42	155,97	150,60	158,45	91,73	149,44	31,53	37,67	108,91	114,86	173,45	109,01	104,72	25,63	73,37	157,49	138,45	10,53	68,20	-75,08	303,02	25,00	90,04	75,67	30,97	163,05	134,82	93,01	98,17	71,03	7,860	-57,59	-23,69	57,66	60,39	109,07	335,04	24,73	1525,2	
3,110	1684237747	1610,0	139,21	167,45	138,56	145,03	109,96	162,55	78,83	25,86	117,26	121,70	61,42	155,77	149,89	158,45	92,73	149,74	29,74	37,77	108,81	112,89	175,61	107,16	104,92	25,68	72,04	156,68	138,45	10,93	67,40	-75,18	303,22	24,82	90,55	74,55	31,58	162,24	134,62	93,01	97,67	71,43	7,263	-57,59	-23,99	56,97	61,17	108,29	334,36	24,70	1525,2	
3,112	1684237747	1610,0	139,21	168,46	137,95	144,83	110,16	163,54	77,36	25,93	116,65	121,70	61,32	157,40	149,29	157,14	91,33	148,24	31,43	38,46	109,70	113,58	174,63	108,92	104,82	25,74	73,98	157,49	138,45	10,93	67,60	-75,97	302,43	24,83	90,76	75,06	29,85	164,47	135,33	92,10	98,47	70,63	7,661	-57,59	-23,20	57,85	60,58	109,46	334,65	24,83	1525,2	
3,114	1684237747	1610,0	140,44	167,65	137,95	145,43	109,36	162,05	77,85	25,91	116,34	121,90	60,81	156,58	149,49	157,35	91,73	149,44	31,24	37,96	109,70	114,17	174,24	106,77	105,11	25,65	72,14	157,19	137,44	10,53	66,70	-74,19	302,43	24,80	90,55	74,65	31,99	162,64	134,82	92,50	98,07	70,83	7,462	-56,40	-23,00	58,25	60,39	108,19	333,88	24,74	1525,2	
3,116	1684237747	1610,0	139,72	168,67	138,76	145,93	109,07	162,25	78,24	25,96	116,65	120,68	60,81	155,97	149,89	157,65	92,13	149,44	32,13	37,47	109,50	114,17	174,82	108,53	105,60	25,68	73,37	157,59	138,45	10,93	67,40	-73,99	303,51	24,87	90,86	73,63	30,97	163,25	135,33	93,21	97,47	71,43	7,064	-56,30	-23,69	57,85	61,17	109,07	333,68	24,78	1525,2	
3,118	1684237747	1610,0	140,13	167,65	138,15	145,03	109,16	163,34	78,04	25,96	117,37	121,29	61,93	156,58	149,89	158,05	92,73	148,84	30,34	37,67	109,50	113,97	173,45	107,45	105,70	25,73	72,75	157,59	138,45	10,53	68,00	-74,98	302,53	24,83	90,14	74,65	31,78	162,84	134,62	91,60	97,87	70,33	7,462	-57,59	-23,69	57,66	60,39	109,85	334,26	24,83	1525,2	
3,120	1684237747	1610,0	140,24	168,77	138,46	144,63	108,77	162,55	77,45	25,91	115,41	122,21	60,81	156,58	149,99	157,24	91,33	148,84	30,34	37,77	109,40	113,97	173,45	107,36	106,57	25,65	73,37	157,29	137,85	10,93	68,00	-75,38	301,84	24,78	89,42	74,65	30,66	163,55	135,02	92,81	98,87	71,43	6,467	-57,79	-23,99	58,15	60,97	108,48	334,07	24,68	1525,2	
3,122	1684237747	1610,0	139,21	167,85	138,36	144,93	108,57	163,14	78,44	25,93	117,67	121,29	62,03	155,57	149,09	158,05	90,73	149,14	32,03	37,86	109,11	113,58	174,63	106,87	105,60	25,73	72,75	155,97	138,65	10,53	67,20	-75,18	302,43	24,78	91,17	73,63	30,46	164,06	134,32	92,81	100,28	72,03	7,661	-57,00	-24,29	56,77	59,99	109,46	333,58	24,74	1525,2	
3,124	1684237747	1610,0	140,24	167,35	138,46	144,63	108,37	162,15	77,85	25,98	116,65	122,72	62,03	157,29	149,49	158,25	91,73	149,44	31,14	37,47	109,30	113,68	173,45	107,94	104,72	25,73	72,14	158,20	138,45	11,14	68,00	-75,18	302,63	24,88	89,63	75,67	30,77	164,57	135,33	93,01	98,47	70,83	6,865	-57,59	-23,69	58,44	60,09	109,85	334,36	24,75	1525,2	
3,126	1684237747	1610,0	139,42	168,36	138,76	145,03	109,76	162,35	77,36	25,91	116,65	121,39	61,93	155,57	149,69	157,24	92,33	149,14	30,34	37,27	109,11	113,68	174,63	107,36	104,43	25,53	72,75	155,76	139,06	11,44	67,40	-74,79	301,94	24,88	90,86	75,67	31,17	162,74	135,33	92,81	96,97	71,73	7,064	-57,79	-23,69	57,56	60,29	109,95	334,26	24,55	1525,2	
3,128	1684237747	1610,0	140,24	168,26	138,15	144,53	108,17	162,35	78,04	26,02	117,98	121,70	60,60	156,18	150,10	158,65	91,93	150,24	30,34	38,56	109,11	114,17	174,43	109,31	105,40	25,80	72,75	157,59	138,55	10,53	68,20	-74,59	301,84	24,90	90,76	74,96	30,66	163,35	135,33	92,81	98,37	71,83	7,661	-57,20	-23,99	58,44	61,17	108,97	333,49	24,90	1525,2	
3,130	1684237747	1610,0	140,03	167,85	138,76	145,13	108,77	162,94	77,36	26,07	117,57	120,68	61,93	157,09	149,89	158,05	92,13	148,84	31,73	37,47	109,40	112,40	174,04	107,84	106,38	25,70	72,75	155,97	138,45	10,33	67,80	-75,18	302,53	24,93	90,65	73,01	29,95	163,25	134,12	93,21	98,97	71,03	7,263	-56,60	-23,50	57,56	59,41	109,85	332,32	24,73	1525,2	
3,132	1684237747	1610,0	139,42	168,26	138,96	144,63	108,77	161,95	77,45	25,83	116,65	120,98	60,81	154,96	148,88	158,65	92,73	149,74	32,13	37,86	108,51	113,78	173,45	107,94	106,18	25,65	72,75	157,59	138,55	11,74	67,40	-74,89	302,23	24,78	90,76	74,04	31,48	163,55	134,72	93,21	98,97	71,43	7,462	-57,00	-24,29	57,66	60,78	109,07	333,68	24,68	1525,2	
3,134	1684237747	1610,0	139,83	167,85	137,75	145,43	109,16	163,54	77,26	26,01	116,65	120,58	60,60	157,80	149,09	158,15	91,43	148,24	32,23	37,86	109,50	114,66	175,02	107,94	105,79	25,68	72,75	155,97	138,05	10,53	67,60	-76,17	302,73	24,93	90,86	74,65	31,99	164,27	134,92	92,30	97,87	71,33	6,865	-57,79	-24,29	58,44	59,90	109,75	334,07	24,70	1525,2	
3,136	1684237747	1610,0	139,42	168,87	139,37	144,43	107,57	162,74	76,67	25,92	116,24	122,01	60,71	156,08	149,49	157,85	91,73	148,14	30,74	37,47	109,11	113,38	174,53	109,11	104,24	25,59	72,75	156,88	139,66	11,14	67,80	-73,80	303,51	24,78	89,42	74,96	30,97	163,15	133,61	92,81	99,08	71,43	7,263	-56,80	-23,40	58,44	60,58	110,24	334,26	24,68	1525,2	
3,138	1684237747	1610,0	139,01	168,36	138,15	144,53	108,57	163,34	77,65	25,88	116,96	121,50	61,22	157,19	149,79	157,85	92,93	148,44	30,94	37,96	109,40	115,06	174,82	107,16	104,04	25,63	72,14	157,08	139,26	9,932	67,10	-74,19	302,63	24,75	90,45	75,26	31,78	163,66	135,02	92,20	98,27	71,13	6,467	-57,99	-23,50	58,15	60,39	108,68	334,07	24,73	1525,2	
3,140	1684237747	1610,0	139,42	167,85	137,75	144,83	107,77	161,75	78,04	25,96	116,65	120,68	61,93	156,58	149,29	158,05	91,43	149,44	31,14	37,37	109,60	113,58	174,63	108,14	105,40	25,70	72,75	156,88	138,65	10,93	67,60	-75,58	302,83	24,79	90,24	74,24	30,77	164,37	134,82	92,81	98,27	71,43	7,462	-57,79	-22,90	56,97	60,19	108,87	334,26	24,65	1525,2	
3,142	1684237747	1610,0	139,42	167,24	137,75	145,13	108,67	162,45	77,95	25,96	116,96	123,34	61,83	157,90	149,09	158,05	93,23	147,84	31,43	37,07	109,11	113,68	173,84	107,94	106,09	25,68	72,14	155,25	137,34	11,54	68,60	-75,18	303,22	24,87	90,45	75,06	31,17	163,05	134,92	92,20	98,67	71,83	7,760	-57,00	-24,58	58,05	61,76	109,26	333,58	24,78	1525,2	
3,144	1684237747	1610,0	139,83	166,63	137,55	145,23	109,16	162,55	78,44	26,01	116,13	121,29	62,44	154,96	149,49	157,04	90,33	149,14	31,33	37,86	109,11	114,37	174,24	107,65	105,89	25,70	72,75	155,25	138,05	9,631	67,20	-75,97	302,23	24,93	90,14	74,85	30,15	163,35	134,22	92,10	99,48	70,83	7,661	-57,20	-22,51	57,56	59,60	109,07	333,58	24,85	1525,2	
3,146	1684237747	1610,0	140,24	169,38	138,96	144,83	108,57	161,95	76,47	25,86	116,85	121,19	60,30	157,19	150,40	157,24	91,73	149,74	31,53	37,77	108,91	114,17	173,75	107,75	105,31	25,65	72,75	157,90	138,65	9,631	67,00	-74,79	303,22	24,82	90,65	73,93	32,40	163,05	135,53	91,80	98,37	71,43	7,163	-57,20	-23,89	56,57	61,07	108,48	333,10	24,75	1525,2	
3,148	1684237747	1610,0	139,72	168,06	138,66	144,22	108,57	162,94	78,24	26,01	117,78	121,60	62,13	155,57	148,98	158,05	92,13	148,44	30,74	37,47	109,11	113,97	174,63	107,16	105,89	25,59	72,75	158,20	138,45	11,14	67,20	-75,08	303,12	24,85	90,35	74,65	32,19	163,66	135,53	92,20	97,47	70,23	7,561	-56,40	-23,89	58,44	60,58	109,85	333,19	24,61	1525,2	
3,150	1684237747	1610,0	139,52	168,06	137,75	143,92	109,46	163,14	78,04	25,88	117,06	122,11	61,32	156,58	149,09	158,05	92,93	148,84	30,74	38,36	109,70	113,78	173,45	108,14	105,99	25,80	72,75	157,29	137,95	11,74	68,00	-74,69	302,92	24,73	90,35	74,34	30,46	163,35	135,33	93,81	97,67	71,23	6,865	-57,59	-23,10	57,95	60,97	109,85	334,07	24,90	1525,2	
3,152	1684237747	1610,0	139,42	168,67	138,56	144,63	108,57	162,25	77,06	25,85	115,83	121,50	61,32	156,08	149,59	157,85	91,23	149,14	31,14	38,06	109,40	114,17	173,65	107,75	106,18	25,83	73,47	157,49	139,66	11,14	66,21	-74,59	302,53	24,80	90,76	75,26	29,95	163,55	134,62	91,80	100,28	71,23	7,661	-56,80	-23,50	58,05	60,97	108,68	333,49	24,85	1525,2	
3,154	1684237747	1610,0	139,42	168,26	138,15	145,03	109,36	162,94	77,36	25,95	116,03	121,39	61,83	155,97	151,01	158,45	91,73	149,64	30,04	37,67	108,81	114,56	174,04	107,36	106,09	25,75	72,75	156,88	137,95	10,93	66,90	-75,58	302,63	24,83	90,14	74,96	31,17	164,06	136,14	92,40	97,47	71,63	6,865	-57,59	-23,50	58,34	60,97	107,70	334,26	24,70	1525,2	
3,156	1684237747	1610,0	138,80	168,87	138,15	144,83	108,57	162,94	77,26	26,00	116,24	121,39	61,32	156,79	150,40	157,35	92,03	149,74	29,74	37,47	109,11	114,27	174,04	107,55	105,21	25,67	73,47	157,59	138,05	10,53	67,20	-75,38	303,42	24,88	90,04	74,34	30,56	163,86	135,63	92,20	98,67	71,03	7,661	-57,79	-23,40	57,95	60,68	109,16	334,46	24,63	1525,2	
3,158	1684237747	1610,0	139,21	168,77	138,36	145,13	109,56	162,94	78,44	25,88	116,65	120,47	61,83	156,08	149,39	157,04	91,13	148,64	32,33	37,47	108,51	114,37	174,24	107,16	104,63	25,70	72,75	158,41	138,45	10,93	67,20	-74,39	302,43	24,87	90,76	74,34	30,97	163,05	134,52	91,40	97,47	70,63	7,163	-57,79	-23,69	57,95	60,78	107,89	333,58	24,80	1525,2	
3,160	1684237747	1610,0	139,42	168,16	138,66	145,23	108,77	161,56	77,06	25,95	116,13	121,70	61,93	156,79	149,89	157,45	92,03	148,84	30,94	37,47	108,71	114,76	174,53	107,75	105,40	25,86	72,75	157,29	138,45	11,14	68,80	-74,29	303,51	24,83	89,93	75,06	31,38	163,25	134,62	92,30	99,28	70,83	7,661	-56,80	-24,09	57,46	60,68	108,68	333,88	24,83	1525,2	
3,162	1684237747	1610,0	139,62	167,65	137,55	144,12	109,07	162,15	78,83	25,77	115,93	122,01	61,32	156,58	150,10	157,65	92,33	150,04	30,74	37,67	109,11	114,56	174,04	107,36	104,24	25,79	72,75	157,59	138,35	12,34	66,60	-75,18	303,22	24,73	90,55	74,96	30,66	162,44	135,33	93,61	98,47	70,83	7,163	-57,20	-22,80	56,97	61,76	109,55	333,78	24,81	1525,2	
3,164	1684237747	1610,0	139,42	168,06	137,95	144,83	108,37	162,55	77,65	25,91	116,75	121,70	60,81	156,08	149,69	158,05	91,33	149,14	30,94	37,67	109,50	114,86	174,04	107,75	104,43	25,78	72,75	157,29	137,95	10,53	67,10	-73,60	302,23	24,80	90,86	74,34	31,99	163,45	134,72	92,60	98,67	70,83	7,163	-57,79	-23,69	57,95	60,68	108,48	334,07	24,80	1525,2	
3,166	1684237747	1610,0	139,42	168,06	137,04	144,53	109,36	162,74	78,63	25,81	116,44	120,68	60,81	157,40	148,88	158,45	91,43	150,34	30,74	37,07	109,30	113,58	173,75	107,75	105,21	25,65	72,75	157,90	138,45	11,74	67,20	-74,59	303,22	24,75	89,63	74,85	30,66	163,35	135,33	92,40	97,87	71,43	7,860	-57,20	-23,10	57,75	60,39	109,75	334,07	24,75	1525,2	
3,168	1684237747	1610,0	139,42	168,46	137,75	144,63	109,96	162,25	78,24	26,03	116,96	122,11	60,81	155,97	149,99	157,65	92,63	149,44	30,34	37,17	109,50	113,58	173,45	106,77	104,82	25,80	72,14	157,19	138,05	11,14	67,60	-75,08	303,02	24,93	89,73	75,26	30,56	163,25	135,13	92,40	98,87	71,03	7,064	-57,79	-23,69	57,75	61,46	108,87	334,26	24,83	1525,2	
3,170	1684237747	1610,0	139,21	167,75	137,55	144,63	108,17	162,65	77,36	26,03	117,06	121,09	60,60	156,58	148,88	157,75	92,33	149,74	29,94	37,27	109,50	113,38	174,24	107,94	106,09	25,68	73,98	157,08	138,05	10,93	68,30	-75,18	302,43	24,87	91,17	74,14	30,15	162,44	134,82	93,31	97,87	70,83	7,263	-57,79	-22,90	58,93	60,39	109,55	334,07	24,70	1525,2	
3,172	1684237747	1610,0	140,24	167,75	137,55	143,92	108,77	162,55	78,04	25,88	116,65	120,88	61,22	156,18	149,89	157,65	92,33	149,64	30,54	37,86	109,70	114,47	174,53	107,36	104,43	25,60	72,14	157,80	137,95	11,14	67,40	-75,38	302,43	24,80	89,93	74,04	30,36	163,76	134,12	92,00	98,07	71,43	7,163	-57,79	-23,30	58,25	59,80	108,87	333,58	24,70	1525,2	
3,174	1684237747	1610,0	138,19	167,24	138,36	144,22	108,77	162,94	78,24	25,88	116,44	122,01	61,83	155,97	149,39	157,95	92,33	149,44	31,14	37,77	109,11	113,97	174,04	108,53	105,60	25,70	73,47	155,66	138,55	11,14	67,40	-75,08	302,83	24,79	90,14	74,75	30,77	162,24	135,13	93,21	98,77	71,63	7,362	-56,40	-23,40	56,97	60,58	109,16	334,26	24,73	1525,2	
3,176	1684237747	1610,0	140,03	167,75	138,36	145,03	109,36	162,45	77,06	25,98	117,06	121,80	60,20	156,58	149,89	158,86	91,63	149,14	31,14	38,36	109,50	113,78	174,53	107,75	105,79	25,68	72,75	157,08	138,45	10,93	68,00	-75,58	303,22	24,90	90,24	74,65	31,78	162,84	135,43	93,81	99,68	71,33	6,865	-58,19	-22,11	58,15	60,78	108,87	333,97	24,78	1525,2	
3,178	1684237747	1610,0	139,93	168,67	138,15	145,83	109,16	162,94	77,26	25,97	116,13	121,09	61,42	157,19	149,89	157,85	91,73	148,84	32,13	38,36	108,91	114,37	174,24	107,55	104,82	25,53	72,75	156,88	138,45	9,631	67,80	-75,97	302,73	24,90	89,93	74,24	31,48	162,95	134,12	92,20	98,67	70,83	7,760	-57,20	-23,69	58,34	61,37	108,87	333,49	24,63	1525,2	
3,180	1684237747	1610,0	140,24	168,26	138,25	144,63	108,97	162,55	77,65	25,92	116,96	120,58	62,64	156,18	150,10	157,04	92,53	150,04	29,94	37,47	110,00	113,58	174,24	106,97	105,40	25,68	73,98	157,19	138,55	10,93	66,80	-74,59	302,23	24,90	90,14	74,04	31,17	163,66	135,93	91,40	98,27	71,43	7,661	-57,59	-23,50	56,77	60,68	109,65	334,07	24,76	1525,2	
3,182	1684237747	1610,0	139,42	168,46	138,76	144,02	107,77	161,16	77,65	25,95	116,85	121,50	62,03	156,18	149,79	159,76	92,23	148,44	29,74	38,26	108,91	114,17	173,45	108,53	105,02	25,53	73,37	157,19	138,45	11,54	68,80	-74,59	303,61	24,85	89,93	74,04	31,99	164,16	135,02	94,01	99,08	71,03	6,666	-57,20	-23,50	58,34	60,58	109,65	333,49	24,70	1525,2	
3,184	1684237747	1610,0	139,52	166,63	137,75	145,23	108,77	162,15	76,67	25,88	116,44	120,98	61,93	157,29	148,58	157,85	90,83	150,04	31,14	38,46	108,51	113,78	174,24	106,77	105,31	25,73	72,75	156,27	137,95	10,53	68,00	-74,98	302,63	24,79	90,24	74,04	30,77	163,35	134,12	92,70	98,07	71,43	7,263	-57,00	-23,10	57,36	60,39	110,14	334,26	24,80	1525,2	
3,186	1684237747	1610,0	138,39	167,65	137,95	145,23	110,06	163,14	78,04	26,00	115,72	122,52	62,64	157,40	150,40	156,84	92,03	148,54	32,03	38,06	109,70	114,76	174,24	108,53	103,85	25,58	71,52	156,68	138,45	11,14	66,80	-75,38	302,63	24,90	91,17	75,98	30,36	163,05	135,33	92,20	98,67	71,03	7,760	-55,91	-23,69	57,46	62,35	110,63	334,65	24,60	1525,2	
3,188	1684237747	1610,0	139,01	167,35	138,25	145,03	108,17	162,74	77,45	25,88	117,67	122,52	62,03	156,58	148,78	157,75	91,53	149,74	31,33	37,27	108,81	113,58	176,00	107,36	104,63	25,68	72,75	156,27	138,45	10,93	66,80	-75,78	302,53	24,79	90,65	74,44	30,97	161,02	135,02	92,60	98,97	71,43	7,462	-57,20	-23,50	56,97	61,37	109,65	334,26	24,76	1525,2	
3,190	1684237747	1610,0	139,42	168,06	138,86	145,03	108,77	162,94	77,26	25,86	116,65	121,29	60,81	155,87	148,98	156,64	92,03	149,44	30,94	38,16	109,70	113,97	173,45	108,53	105,31	25,70	72,75	156,88	138,45	10,93	66,51	-74,98	302,83	24,78	90,76	74,65	31,68	163,55	135,13	92,40	97,67	72,53	6,865	-58,19	-23,89	57,66	60,78	110,24	333,68	24,80	1525,2	
